yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",231063461.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2016,2016.0,Re-Export,Bahrain,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43164954.0,,26.1551249,50.5344606,29.2733964,47.4979476
2016,2016.0,Re-Export,Bahrain,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",309573.0,,26.1551249,50.5344606,33.8750629,35.843409
2016,2016.0,Re-Export,Bahrain,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42.0,,26.1551249,50.5344606,5.7499721,-9.3658524
2016,2016.0,Re-Export,Bahrain,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22424.0,,26.1551249,50.5344606,35.8885993,14.4476911
2016,2016.0,Re-Export,Bahrain,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",326940.0,,26.1551249,50.5344606,31.1728205,-7.3362482
2016,2016.0,Re-Export,Bahrain,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",858151.0,,26.1551249,50.5344606,21.0000287,57.0036901
2016,2016.0,Re-Export,Bahrain,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",160266.0,,26.1551249,50.5344606,52.2434979,5.6343227
2016,2016.0,Re-Export,Bahrain,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38297.0,,26.1551249,50.5344606,9.6000359,7.9999721
2016,2016.0,Re-Export,Bahrain,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13297.0,,26.1551249,50.5344606,60.5000209,9.0999715
2016,2016.0,Re-Export,Bahrain,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50535.0,,26.1551249,50.5344606,30.3308401,71.247499
2016,2016.0,Re-Export,Bahrain,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62499.0,,26.1551249,50.5344606,12.7503486,122.7312101
2016,2016.0,Re-Export,Bahrain,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7207.0,,26.1551249,50.5344606,52.215933,19.134422
2016,2016.0,Re-Export,Bahrain,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10484975.0,,26.1551249,50.5344606,25.3336984,51.2295295
2016,2016.0,Re-Export,Bahrain,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",102544.0,,26.1551249,50.5344606,64.6863136,97.7453061
2016,2016.0,Re-Export,Bahrain,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",93447697.0,,26.1551249,50.5344606,25.6242618,42.3528328
2016,2016.0,Re-Export,Bahrain,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66599.0,,26.1551249,50.5344606,22.3511148,78.6677428
2016,2016.0,Re-Export,Bahrain,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12784744.0,,26.1551249,50.5344606,1.357107,103.8194992
2016,2016.0,Re-Export,Bahrain,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3989.0,,26.1551249,50.5344606,-28.8166236,24.991639
2016,2016.0,Re-Export,Bahrain,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",148169.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2016,2016.0,Re-Export,Bahrain,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",314449.0,,26.1551249,50.5344606,14.5844444,29.4917691
2016,2016.0,Re-Export,Bahrain,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31914.0,,26.1551249,50.5344606,59.6749712,14.5208584
2016,2016.0,Re-Export,Bahrain,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2236132.0,,26.1551249,50.5344606,46.7985624,8.2319736
2016,2016.0,Re-Export,Bahrain,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1299.0,,26.1551249,50.5344606,34.6401861,39.0494106
2016,2016.0,Re-Export,Bahrain,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30036399.0,,26.1551249,50.5344606,24.0002488,53.9994829
2016,2016.0,Re-Export,Bahrain,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",226350.0,,26.1551249,50.5344606,33.8439408,9.400138
2016,2016.0,Re-Export,Bahrain,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19161.0,,26.1551249,50.5344606,38.9597594,34.9249653
2016,2016.0,Re-Export,Bahrain,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3730465.0,,26.1551249,50.5344606,39.3763807,59.3924609
2016,2016.0,Re-Export,Bahrain,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",853232.0,,26.1551249,50.5344606,26.2540493,29.2675469
2016,2016.0,Re-Export,Bahrain,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1882257.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2016,2016.0,Re-Export,Bahrain,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1187314.0,,26.1551249,50.5344606,5.57675525,-0.1653113957934536
2016,2016.0,Re-Export,Bahrain,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3402497.0,,26.1551249,50.5344606,39.7837304,-100.445882
2016,2016.0,Re-Export,Bahrain,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42199.0,,26.1551249,50.5344606,41.32373,63.9528098
2016,2016.0,Re-Export,Bahrain,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14627.0,,26.1551249,50.5344606,8.0018709,-66.1109318
2016,2016.0,Re-Export,Bahrain,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1174599.0,,26.1551249,50.5344606,16.3471243,47.8915271
