yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Cyprus,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37654464.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2012,2012.0,Export,Cyprus,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1311.0,,34.9823018,33.1451285,41.000028,19.9999619
2012,2012.0,Export,Cyprus,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30209.0,,34.9823018,33.1451285,-24.7761086,134.755
2012,2012.0,Export,Cyprus,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11569.0,,34.9823018,33.1451285,26.1551249,50.5344606
2012,2012.0,Export,Cyprus,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8998.0,,34.9823018,33.1451285,40.7696272,44.6736646
2012,2012.0,Export,Cyprus,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",99123.0,,34.9823018,33.1451285,4.6125522,13.1535811
2012,2012.0,Export,Cyprus,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1928.0,,34.9823018,33.1451285,7.5554942,80.7137847
2012,2012.0,Export,Cyprus,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36249.0,,34.9823018,33.1451285,-31.7613365,-71.3187697
2012,2012.0,Export,Cyprus,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17328.0,,34.9823018,33.1451285,-2.9814344,23.8222636
2012,2012.0,Export,Cyprus,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83556.0,,34.9823018,33.1451285,10.2116702,38.6521203
2012,2012.0,Export,Cyprus,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14462.0,,34.9823018,33.1451285,-0.8999695,11.6899699
2012,2012.0,Export,Cyprus,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2185.0,,34.9823018,33.1451285,32.3293809,-83.1137366
2012,2012.0,Export,Cyprus,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32498.0,,34.9823018,33.1451285,51.1638175,10.4478313
2012,2012.0,Export,Cyprus,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12726.0,,34.9823018,33.1451285,8.0300284,-1.0800271
