yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Import,Cyprus,World,81.0,Other base metals; cermets; articles thereof,114642.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2004,2004.0,Import,Cyprus,Austria,81.0,Other base metals; cermets; articles thereof,441.0,,34.9823018,33.1451285,47.59397,14.12456
2004,2004.0,Import,Cyprus,Belgium,81.0,Other base metals; cermets; articles thereof,823.0,,34.9823018,33.1451285,50.6402809,4.6667145
2004,2004.0,Import,Cyprus,China,81.0,Other base metals; cermets; articles thereof,291.0,,34.9823018,33.1451285,35.000074,104.999927
2004,2004.0,Import,Cyprus,Germany,81.0,Other base metals; cermets; articles thereof,45429.0,,34.9823018,33.1451285,51.1638175,10.4478313
2004,2004.0,Import,Cyprus,Greece,81.0,Other base metals; cermets; articles thereof,9377.0,,34.9823018,33.1451285,38.9953683,21.9877132
2004,2004.0,Import,Cyprus,Italy,81.0,Other base metals; cermets; articles thereof,53300.0,,34.9823018,33.1451285,42.6384261,12.674297
2004,2004.0,Import,Cyprus,Switzerland,81.0,Other base metals; cermets; articles thereof,973.0,,34.9823018,33.1451285,46.7985624,8.2319736
2004,2004.0,Import,Cyprus,United Kingdom,81.0,Other base metals; cermets; articles thereof,1448.0,,34.9823018,33.1451285,54.7023545,-3.2765753
2004,2004.0,Import,Cyprus,USA,81.0,Other base metals; cermets; articles thereof,2560.0,,34.9823018,33.1451285,39.7837304,-100.445882
