yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2021,2021.0,Import,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2966293584.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2021,2021.0,Import,Oman,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1213446.0,,21.0000287,57.0036901,-24.7761086,134.755
2021,2021.0,Import,Oman,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23430.0,,21.0000287,57.0036901,47.59397,14.12456
2021,2021.0,Import,Oman,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1336720.0,,21.0000287,57.0036901,26.1551249,50.5344606
2021,2021.0,Import,Oman,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44561422.0,,21.0000287,57.0036901,50.6402809,4.6667145
2021,2021.0,Import,Oman,Bermuda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84512.0,,21.0000287,57.0036901,32.30382,-64.7561647
2021,2021.0,Import,Oman,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66951.0,,21.0000287,57.0036901,-10.3333333,-53.2
2021,2021.0,Import,Oman,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",184312.0,,21.0000287,57.0036901,61.0666922,-107.991707
2021,2021.0,Import,Oman,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",860907.0,,21.0000287,57.0036901,7.5554942,80.7137847
2021,2021.0,Import,Oman,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112135138.0,,21.0000287,57.0036901,35.000074,104.999927
2021,2021.0,Import,Oman,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15885.0,,21.0000287,57.0036901,45.5643442,17.0118954
2021,2021.0,Import,Oman,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1363180.0,,21.0000287,57.0036901,49.7439047,15.3381061
2021,2021.0,Import,Oman,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48569.0,,21.0000287,57.0036901,55.670249,10.3333283
2021,2021.0,Import,Oman,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14135.0,,21.0000287,57.0036901,63.2467777,25.9209164
2021,2021.0,Import,Oman,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3149388.0,,21.0000287,57.0036901,46.603354,1.8883335
2021,2021.0,Import,Oman,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1503773.0,,21.0000287,57.0036901,11.8145966,42.8453061
2021,2021.0,Import,Oman,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",162139799.0,,21.0000287,57.0036901,51.1638175,10.4478313
2021,2021.0,Import,Oman,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6717.0,,21.0000287,57.0036901,8.0300284,-1.0800271
2021,2021.0,Import,Oman,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40314.0,,21.0000287,57.0036901,38.9953683,21.9877132
2021,2021.0,Import,Oman,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",174806.0,,21.0000287,57.0036901,22.350627,114.1849161
2021,2021.0,Import,Oman,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20.0,,21.0000287,57.0036901,47.1817585,19.5060937
2021,2021.0,Import,Oman,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45939243.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2021,2021.0,Import,Oman,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",537250.0,,21.0000287,57.0036901,32.6475314,54.5643516
2021,2021.0,Import,Oman,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5729.0,,21.0000287,57.0036901,33.0955793,44.1749775
2021,2021.0,Import,Oman,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1253.0,,21.0000287,57.0036901,52.865196,-7.9794599
