yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Comoros,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,11929.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2009,2009.0,Export,Comoros,France,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,9275.0,,-12.2045176,44.2832964,46.603354,1.8883335
2009,2009.0,Export,Comoros,Madagascar,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,2653.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
