yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38748331.0,,33.8750629,35.843409,-36.8535712,174.7456809
2012,2012.0,Export,Lebanon,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3212.0,,33.8750629,35.843409,33.7680065,66.2385139
2012,2012.0,Export,Lebanon,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",544479.0,,33.8750629,35.843409,-11.8775768,17.5691241
2012,2012.0,Export,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152320.0,,33.8750629,35.843409,-24.7761086,134.755
2012,2012.0,Export,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57182.0,,33.8750629,35.843409,26.1551249,50.5344606
2012,2012.0,Export,Lebanon,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4103.0,,33.8750629,35.843409,40.7696272,44.6736646
2012,2012.0,Export,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",87582.0,,33.8750629,35.843409,50.6402809,4.6667145
2012,2012.0,Export,Lebanon,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",93187.0,,33.8750629,35.843409,42.6073975,25.4856617
2012,2012.0,Export,Lebanon,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1161.0,,33.8750629,35.843409,53.4250605,27.6971358
2012,2012.0,Export,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96564.0,,33.8750629,35.843409,4.6125522,13.1535811
2012,2012.0,Export,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",73786.0,,33.8750629,35.843409,61.0666922,-107.991707
2012,2012.0,Export,Lebanon,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70094.0,,33.8750629,35.843409,,
2012,2012.0,Export,Lebanon,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54717.0,,33.8750629,35.843409,15.6134137,19.0156172
2012,2012.0,Export,Lebanon,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24734.0,,33.8750629,35.843409,35.000074,104.999927
2012,2012.0,Export,Lebanon,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1350702.0,,33.8750629,35.843409,-2.9814344,23.8222636
2012,2012.0,Export,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74583.0,,33.8750629,35.843409,34.9823018,33.1451285
2012,2012.0,Export,Lebanon,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52226.0,,33.8750629,35.843409,49.7439047,15.3381061
2012,2012.0,Export,Lebanon,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3429.0,,33.8750629,35.843409,9.5293472,2.2584408
2012,2012.0,Export,Lebanon,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6634.0,,33.8750629,35.843409,-1.3397668,-79.3666965
2012,2012.0,Export,Lebanon,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144959.0,,33.8750629,35.843409,1.613172,10.5170357
2012,2012.0,Export,Lebanon,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150917.0,,33.8750629,35.843409,46.603354,1.8883335
2012,2012.0,Export,Lebanon,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6967.0,,33.8750629,35.843409,11.8145966,42.8453061
2012,2012.0,Export,Lebanon,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",492034.0,,33.8750629,35.843409,-0.8999695,11.6899699
2012,2012.0,Export,Lebanon,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4668.0,,33.8750629,35.843409,32.3293809,-83.1137366
2012,2012.0,Export,Lebanon,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112491.0,,33.8750629,35.843409,13.470062,-15.4900464
2012,2012.0,Export,Lebanon,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",531700.0,,33.8750629,35.843409,51.1638175,10.4478313
2012,2012.0,Export,Lebanon,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103062.0,,33.8750629,35.843409,8.0300284,-1.0800271
2012,2012.0,Export,Lebanon,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",398.0,,33.8750629,35.843409,38.9953683,21.9877132
2012,2012.0,Export,Lebanon,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",319408.0,,33.8750629,35.843409,10.7226226,-10.7083587
2012,2012.0,Export,Lebanon,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5701.0,,33.8750629,35.843409,32.6475314,54.5643516
2012,2012.0,Export,Lebanon,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6404324.0,,33.8750629,35.843409,33.0955793,44.1749775
2012,2012.0,Export,Lebanon,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54952.0,,33.8750629,35.843409,42.6384261,12.674297
2012,2012.0,Export,Lebanon,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",612923.0,,33.8750629,35.843409,7.9897371,-5.5679458
2012,2012.0,Export,Lebanon,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1319258.0,,33.8750629,35.843409,31.1667049,36.941628
2012,2012.0,Export,Lebanon,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1509.0,,33.8750629,35.843409,1.4419683,38.4313975
2012,2012.0,Export,Lebanon,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55058.0,,33.8750629,35.843409,,
2012,2012.0,Export,Lebanon,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",490547.0,,33.8750629,35.843409,29.2733964,47.4979476
2012,2012.0,Export,Lebanon,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",406611.0,,33.8750629,35.843409,5.7499721,-9.3658524
2012,2012.0,Export,Lebanon,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2932793.0,,33.8750629,35.843409,26.8234472,18.1236723
2012,2012.0,Export,Lebanon,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69792.0,,33.8750629,35.843409,55.3500003,23.7499997
2012,2012.0,Export,Lebanon,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91411.0,,33.8750629,35.843409,16.3700359,-2.2900239
2012,2012.0,Export,Lebanon,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1526.0,,33.8750629,35.843409,,
2012,2012.0,Export,Lebanon,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1196567.0,,33.8750629,35.843409,31.1728205,-7.3362482
2012,2012.0,Export,Lebanon,Mozambique,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65161.0,,33.8750629,35.843409,-19.302233,34.9144977
2012,2012.0,Export,Lebanon,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64021.0,,33.8750629,35.843409,21.0000287,57.0036901
2012,2012.0,Export,Lebanon,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46676.0,,33.8750629,35.843409,52.2434979,5.6343227
2012,2012.0,Export,Lebanon,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",216.0,,33.8750629,35.843409,-41.5000831,172.8344077
2012,2012.0,Export,Lebanon,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4239.0,,33.8750629,35.843409,17.7356214,9.3238432
2012,2012.0,Export,Lebanon,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",573070.0,,33.8750629,35.843409,9.6000359,7.9999721
2012,2012.0,Export,Lebanon,Paraguay,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",720.0,,33.8750629,35.843409,-23.3165935,-58.1693445
2012,2012.0,Export,Lebanon,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2161.0,,33.8750629,35.843409,12.7503486,122.7312101
2012,2012.0,Export,Lebanon,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176125.0,,33.8750629,35.843409,25.3336984,51.2295295
