yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Malta,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32161403.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2016,2016.0,Export,Malta,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",133.0,,35.8885993,14.4476911,28.0000272,2.9999825
2016,2016.0,Export,Malta,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18388.0,,35.8885993,14.4476911,-24.7761086,134.755
2016,2016.0,Export,Malta,Bermuda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",455.0,,35.8885993,14.4476911,32.30382,-64.7561647
2016,2016.0,Export,Malta,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53171.0,,35.8885993,14.4476911,35.000074,104.999927
2016,2016.0,Export,Malta,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",261.0,,35.8885993,14.4476911,49.7439047,15.3381061
2016,2016.0,Export,Malta,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2215.0,,35.8885993,14.4476911,63.2467777,25.9209164
2016,2016.0,Export,Malta,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363632.0,,35.8885993,14.4476911,51.1638175,10.4478313
2016,2016.0,Export,Malta,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15508.0,,35.8885993,14.4476911,8.0300284,-1.0800271
2016,2016.0,Export,Malta,Guatemala,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",929.0,,35.8885993,14.4476911,15.5855545,-90.345759
2016,2016.0,Export,Malta,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82572.0,,35.8885993,14.4476911,-2.4833826,117.8902853
2016,2016.0,Export,Malta,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",93019.0,,35.8885993,14.4476911,30.8124247,34.8594762
2016,2016.0,Export,Malta,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",129320.0,,35.8885993,14.4476911,42.6384261,12.674297
2016,2016.0,Export,Malta,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",127351.0,,35.8885993,14.4476911,36.5748441,139.2394179
2016,2016.0,Export,Malta,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",332.0,,35.8885993,14.4476911,,
2016,2016.0,Export,Malta,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7754.0,,35.8885993,14.4476911,33.8750629,35.843409
2016,2016.0,Export,Malta,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5847083.0,,35.8885993,14.4476911,26.8234472,18.1236723
2016,2016.0,Export,Malta,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62599.0,,35.8885993,14.4476911,,
2016,2016.0,Export,Malta,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3323.0,,35.8885993,14.4476911,42.9868853,19.5180992
2016,2016.0,Export,Malta,Montserrat,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7754.0,,35.8885993,14.4476911,16.7417041,-62.1916844
2016,2016.0,Export,Malta,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",500.0,,35.8885993,14.4476911,52.2434979,5.6343227
2016,2016.0,Export,Malta,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4985.0,,35.8885993,14.4476911,-41.5000831,172.8344077
