yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Bahrain,World,4.0,Dairy produce; birds eggs; natural honey;,637728.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2005,2005.0,Re-Export,Bahrain,Australia,4.0,Dairy produce; birds eggs; natural honey;,1960.0,,26.1551249,50.5344606,-24.7761086,134.755
2005,2005.0,Re-Export,Bahrain,Kuwait,4.0,Dairy produce; birds eggs; natural honey;,135048.0,,26.1551249,50.5344606,29.2733964,47.4979476
2005,2005.0,Re-Export,Bahrain,Pakistan,4.0,Dairy produce; birds eggs; natural honey;,487.0,,26.1551249,50.5344606,30.3308401,71.247499
2005,2005.0,Re-Export,Bahrain,Philippines,4.0,Dairy produce; birds eggs; natural honey;,74.0,,26.1551249,50.5344606,12.7503486,122.7312101
2005,2005.0,Re-Export,Bahrain,Qatar,4.0,Dairy produce; birds eggs; natural honey;,29585.0,,26.1551249,50.5344606,25.3336984,51.2295295
2005,2005.0,Re-Export,Bahrain,Saudi Arabia,4.0,Dairy produce; birds eggs; natural honey;,246853.0,,26.1551249,50.5344606,25.6242618,42.3528328
2005,2005.0,Re-Export,Bahrain,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,75955.0,,26.1551249,50.5344606,24.0002488,53.9994829
2005,2005.0,Re-Export,Bahrain,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,614.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2005,2005.0,Re-Export,Bahrain,Bunkers,4.0,Dairy produce; birds eggs; natural honey;,147151.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
