yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13487993.0,,33.8750629,35.843409,-36.8535712,174.7456809
2019,2019.0,Export,Lebanon,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190933.0,,33.8750629,35.843409,-11.8775768,17.5691241
2019,2019.0,Export,Lebanon,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",928.0,,33.8750629,35.843409,-34.9964963,-64.9672817
2019,2019.0,Export,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54881.0,,33.8750629,35.843409,-24.7761086,134.755
2019,2019.0,Export,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58381.0,,33.8750629,35.843409,26.1551249,50.5344606
2019,2019.0,Export,Lebanon,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3779.0,,33.8750629,35.843409,40.7696272,44.6736646
2019,2019.0,Export,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",501740.0,,33.8750629,35.843409,50.6402809,4.6667145
2019,2019.0,Export,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81301.0,,33.8750629,35.843409,4.6125522,13.1535811
2019,2019.0,Export,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20590.0,,33.8750629,35.843409,61.0666922,-107.991707
2019,2019.0,Export,Lebanon,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",169006.0,,33.8750629,35.843409,,
2019,2019.0,Export,Lebanon,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",431.0,,33.8750629,35.843409,-31.7613365,-71.3187697
2019,2019.0,Export,Lebanon,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",213241.0,,33.8750629,35.843409,-2.9814344,23.8222636
2019,2019.0,Export,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190175.0,,33.8750629,35.843409,34.9823018,33.1451285
2019,2019.0,Export,Lebanon,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",387.0,,33.8750629,35.843409,49.7439047,15.3381061
2019,2019.0,Export,Lebanon,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",96786.0,,33.8750629,35.843409,1.613172,10.5170357
2019,2019.0,Export,Lebanon,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112157.0,,33.8750629,35.843409,46.603354,1.8883335
2019,2019.0,Export,Lebanon,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",732.0,,33.8750629,35.843409,11.8145966,42.8453061
2019,2019.0,Export,Lebanon,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70199.0,,33.8750629,35.843409,-0.8999695,11.6899699
2019,2019.0,Export,Lebanon,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12102.0,,33.8750629,35.843409,32.3293809,-83.1137366
2019,2019.0,Export,Lebanon,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9210.0,,33.8750629,35.843409,13.470062,-15.4900464
2019,2019.0,Export,Lebanon,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1010695.0,,33.8750629,35.843409,51.1638175,10.4478313
2019,2019.0,Export,Lebanon,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18683.0,,33.8750629,35.843409,8.0300284,-1.0800271
2019,2019.0,Export,Lebanon,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",795.0,,33.8750629,35.843409,38.9953683,21.9877132
2019,2019.0,Export,Lebanon,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",450449.0,,33.8750629,35.843409,10.7226226,-10.7083587
2019,2019.0,Export,Lebanon,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2380.0,,33.8750629,35.843409,22.350627,114.1849161
2019,2019.0,Export,Lebanon,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41412.0,,33.8750629,35.843409,-2.4833826,117.8902853
2019,2019.0,Export,Lebanon,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1945349.0,,33.8750629,35.843409,33.0955793,44.1749775
2019,2019.0,Export,Lebanon,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28081.0,,33.8750629,35.843409,42.6384261,12.674297
2019,2019.0,Export,Lebanon,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1122946.0,,33.8750629,35.843409,7.9897371,-5.5679458
2019,2019.0,Export,Lebanon,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25000.0,,33.8750629,35.843409,18.1850507,-77.3947693
2019,2019.0,Export,Lebanon,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118872.0,,33.8750629,35.843409,36.5748441,139.2394179
2019,2019.0,Export,Lebanon,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",250881.0,,33.8750629,35.843409,31.1667049,36.941628
2019,2019.0,Export,Lebanon,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2407.0,,33.8750629,35.843409,1.4419683,38.4313975
2019,2019.0,Export,Lebanon,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,33.8750629,35.843409,,
2019,2019.0,Export,Lebanon,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",211193.0,,33.8750629,35.843409,29.2733964,47.4979476
2019,2019.0,Export,Lebanon,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2022.0,,33.8750629,35.843409,56.8406494,24.7537645
2019,2019.0,Export,Lebanon,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17448.0,,33.8750629,35.843409,5.7499721,-9.3658524
2019,2019.0,Export,Lebanon,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1531688.0,,33.8750629,35.843409,26.8234472,18.1236723
