yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Georgia,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5745550.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2019,2019.0,Export,Georgia,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17985.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2019,2019.0,Export,Georgia,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12502.0,,32.3293809,-83.1137366,52.215933,19.134422
2019,2019.0,Export,Georgia,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2096.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2019,2019.0,Export,Georgia,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3526917.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2019,2019.0,Export,Georgia,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",122.0,,32.3293809,-83.1137366,-28.8166236,24.991639
2019,2019.0,Export,Georgia,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1933.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2019,2019.0,Export,Georgia,Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",650.0,,32.3293809,-83.1137366,14.5844444,29.4917691
2019,2019.0,Export,Georgia,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",63.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2019,2019.0,Export,Georgia,Tajikistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26070.0,,32.3293809,-83.1137366,38.6281733,70.8156541
2019,2019.0,Export,Georgia,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",24702.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2019,2019.0,Export,Georgia,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5317.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2019,2019.0,Export,Georgia,Turkmenistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14896.0,,32.3293809,-83.1137366,39.3763807,59.3924609
2019,2019.0,Export,Georgia,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",107573.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2019,2019.0,Export,Georgia,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17048.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2019,2019.0,Export,Georgia,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3112.0,,32.3293809,-83.1137366,39.7837304,-100.445882
2019,2019.0,Export,Georgia,Uzbekistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",370235.0,,32.3293809,-83.1137366,41.32373,63.9528098
