yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Algeria,World,64.0,Footwear; gaiters and the like; parts of such articles,66446.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2015,2015.0,Export,Algeria,France,64.0,Footwear; gaiters and the like; parts of such articles,31.0,,28.0000272,2.9999825,46.603354,1.8883335
2015,2015.0,Export,Algeria,Italy,64.0,Footwear; gaiters and the like; parts of such articles,318.0,,28.0000272,2.9999825,42.6384261,12.674297
2015,2015.0,Export,Algeria,Côte d'Ivoire,64.0,Footwear; gaiters and the like; parts of such articles,2310.0,,28.0000272,2.9999825,7.9897371,-5.5679458
2015,2015.0,Export,Algeria,Tunisia,64.0,Footwear; gaiters and the like; parts of such articles,63787.0,,28.0000272,2.9999825,33.8439408,9.400138
