yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Import,Lebanon,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30535037.0,,33.8750629,35.843409,-36.8535712,174.7456809
2007,2007.0,Import,Lebanon,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6717.0,,33.8750629,35.843409,-34.9964963,-64.9672817
2007,2007.0,Import,Lebanon,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",67743.0,,33.8750629,35.843409,-24.7761086,134.755
2007,2007.0,Import,Lebanon,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",306145.0,,33.8750629,35.843409,47.59397,14.12456
2007,2007.0,Import,Lebanon,Bahamas,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2369.0,,33.8750629,35.843409,24.7736546,-78.0000547
2007,2007.0,Import,Lebanon,Bahrain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",47.0,,33.8750629,35.843409,26.1551249,50.5344606
2007,2007.0,Import,Lebanon,Armenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1525.0,,33.8750629,35.843409,40.7696272,44.6736646
2007,2007.0,Import,Lebanon,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",80956.0,,33.8750629,35.843409,50.6402809,4.6667145
2007,2007.0,Import,Lebanon,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3493.0,,33.8750629,35.843409,44.3053476,17.5961467
2007,2007.0,Import,Lebanon,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",729991.0,,33.8750629,35.843409,-10.3333333,-53.2
2007,2007.0,Import,Lebanon,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",967.0,,33.8750629,35.843409,42.6073975,25.4856617
2007,2007.0,Import,Lebanon,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41977.0,,33.8750629,35.843409,53.4250605,27.6971358
2007,2007.0,Import,Lebanon,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10940.0,,33.8750629,35.843409,61.0666922,-107.991707
2007,2007.0,Import,Lebanon,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",8506971.0,,33.8750629,35.843409,35.000074,104.999927
2007,2007.0,Import,Lebanon,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",33221.0,,33.8750629,35.843409,45.5643442,17.0118954
2007,2007.0,Import,Lebanon,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20476.0,,33.8750629,35.843409,34.9823018,33.1451285
2007,2007.0,Import,Lebanon,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",37908.0,,33.8750629,35.843409,49.7439047,15.3381061
2007,2007.0,Import,Lebanon,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41376.0,,33.8750629,35.843409,55.670249,10.3333283
2007,2007.0,Import,Lebanon,Dominican Rep.,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",620.0,,33.8750629,35.843409,,
2007,2007.0,Import,Lebanon,Ecuador,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",197.0,,33.8750629,35.843409,-1.3397668,-79.3666965
2007,2007.0,Import,Lebanon,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2874.0,,33.8750629,35.843409,63.2467777,25.9209164
2007,2007.0,Import,Lebanon,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1810338.0,,33.8750629,35.843409,46.603354,1.8883335
2007,2007.0,Import,Lebanon,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4281286.0,,33.8750629,35.843409,51.1638175,10.4478313
2007,2007.0,Import,Lebanon,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1269165.0,,33.8750629,35.843409,38.9953683,21.9877132
2007,2007.0,Import,Lebanon,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",26361.0,,33.8750629,35.843409,22.350627,114.1849161
2007,2007.0,Import,Lebanon,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10618.0,,33.8750629,35.843409,47.1817585,19.5060937
2007,2007.0,Import,Lebanon,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",554.0,,33.8750629,35.843409,64.9841821,-18.1059013
2007,2007.0,Import,Lebanon,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",34508.0,,33.8750629,35.843409,-2.4833826,117.8902853
2007,2007.0,Import,Lebanon,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3647.0,,33.8750629,35.843409,32.6475314,54.5643516
2007,2007.0,Import,Lebanon,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3464.0,,33.8750629,35.843409,52.865196,-7.9794599
2007,2007.0,Import,Lebanon,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2732978.0,,33.8750629,35.843409,42.6384261,12.674297
2007,2007.0,Import,Lebanon,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",298798.0,,33.8750629,35.843409,36.5748441,139.2394179
2007,2007.0,Import,Lebanon,Dem. People's Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31326.0,,33.8750629,35.843409,,
2007,2007.0,Import,Lebanon,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",347418.0,,33.8750629,35.843409,,
2007,2007.0,Import,Lebanon,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1237.0,,33.8750629,35.843409,29.2733964,47.4979476
2007,2007.0,Import,Lebanon,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1819.0,,33.8750629,35.843409,33.8750629,35.843409
2007,2007.0,Import,Lebanon,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17525.0,,33.8750629,35.843409,49.8158683,6.1296751
2007,2007.0,Import,Lebanon,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7532.0,,33.8750629,35.843409,4.5693754,102.2656823
2007,2007.0,Import,Lebanon,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",129691.0,,33.8750629,35.843409,23.6585116,-102.0077097
2007,2007.0,Import,Lebanon,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1583771.0,,33.8750629,35.843409,,
