yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Afghanistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",832707.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2019,2019.0,Re-Export,Afghanistan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5165.0,,33.7680065,66.2385139,32.6475314,54.5643516
2019,2019.0,Re-Export,Afghanistan,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",161390.0,,33.7680065,66.2385139,30.3308401,71.247499
2019,2019.0,Re-Export,Afghanistan,Tajikistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52654.0,,33.7680065,66.2385139,38.6281733,70.8156541
2019,2019.0,Re-Export,Afghanistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",253085.0,,33.7680065,66.2385139,24.0002488,53.9994829
2019,2019.0,Re-Export,Afghanistan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31144.0,,33.7680065,66.2385139,38.9597594,34.9249653
2019,2019.0,Re-Export,Afghanistan,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",329266.0,,33.7680065,66.2385139,41.32373,63.9528098
