yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Import,Afghanistan,World,25.0,Salt; sulfur; earths and stone; plastering materials,1549832.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2015,2015.0,Import,Afghanistan,China,25.0,Salt; sulfur; earths and stone; plastering materials,13503.0,,33.7680065,66.2385139,35.000074,104.999927
2015,2015.0,Import,Afghanistan,Iran,25.0,Salt; sulfur; earths and stone; plastering materials,330068.0,,33.7680065,66.2385139,32.6475314,54.5643516
2015,2015.0,Import,Afghanistan,Kazakhstan,25.0,Salt; sulfur; earths and stone; plastering materials,173548.0,,33.7680065,66.2385139,48.1012954,66.7780818
2015,2015.0,Import,Afghanistan,Pakistan,25.0,Salt; sulfur; earths and stone; plastering materials,949656.0,,33.7680065,66.2385139,30.3308401,71.247499
2015,2015.0,Import,Afghanistan,India,25.0,Salt; sulfur; earths and stone; plastering materials,23216.0,,33.7680065,66.2385139,22.3511148,78.6677428
2015,2015.0,Import,Afghanistan,Tajikistan,25.0,Salt; sulfur; earths and stone; plastering materials,59612.0,,33.7680065,66.2385139,38.6281733,70.8156541
2015,2015.0,Import,Afghanistan,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,228.0,,33.7680065,66.2385139,24.0002488,53.9994829
