yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Re-Export,Cyprus,World,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",22577.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2008,2008.0,Re-Export,Cyprus,Greece,59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",4990.0,,34.9823018,33.1451285,38.9953683,21.9877132
2008,2008.0,Re-Export,Cyprus,"Other Asia, nes",59.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",17586.0,,34.9823018,33.1451285,,
