yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Comoros,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31450028.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2014,2014.0,Import,Comoros,Andorra,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23666.0,,-12.2045176,44.2832964,42.5407167,1.5732033
2014,2014.0,Import,Comoros,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18158.0,,-12.2045176,44.2832964,-34.9964963,-64.9672817
2014,2014.0,Import,Comoros,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5518.0,,-12.2045176,44.2832964,50.6402809,4.6667145
2014,2014.0,Import,Comoros,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",594097.0,,-12.2045176,44.2832964,35.000074,104.999927
2014,2014.0,Import,Comoros,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",827000.0,,-12.2045176,44.2832964,55.670249,10.3333283
2014,2014.0,Import,Comoros,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13109813.0,,-12.2045176,44.2832964,46.603354,1.8883335
2014,2014.0,Import,Comoros,Haiti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53.0,,-12.2045176,44.2832964,19.1399952,-72.3570972
2014,2014.0,Import,Comoros,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",407.0,,-12.2045176,44.2832964,22.350627,114.1849161
2014,2014.0,Import,Comoros,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",188.0,,-12.2045176,44.2832964,47.1817585,19.5060937
2014,2014.0,Import,Comoros,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25292.0,,-12.2045176,44.2832964,36.5748441,139.2394179
2014,2014.0,Import,Comoros,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",329682.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2014,2014.0,Import,Comoros,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20175.0,,-12.2045176,44.2832964,4.5693754,102.2656823
2014,2014.0,Import,Comoros,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",592.0,,-12.2045176,44.2832964,-20.2759451,57.5703566
2014,2014.0,Import,Comoros,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24862.0,,-12.2045176,44.2832964,25.3336984,51.2295295
2014,2014.0,Import,Comoros,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",305380.0,,-12.2045176,44.2832964,25.6242618,42.3528328
2014,2014.0,Import,Comoros,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10587.0,,-12.2045176,44.2832964,14.4750607,-14.4529612
2014,2014.0,Import,Comoros,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",487.0,,-12.2045176,44.2832964,22.3511148,78.6677428
2014,2014.0,Import,Comoros,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36802.0,,-12.2045176,44.2832964,-28.8166236,24.991639
2014,2014.0,Import,Comoros,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",134.0,,-12.2045176,44.2832964,14.8971921,100.83273
2014,2014.0,Import,Comoros,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15780229.0,,-12.2045176,44.2832964,24.0002488,53.9994829
2014,2014.0,Import,Comoros,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13517.0,,-12.2045176,44.2832964,33.8439408,9.400138
2014,2014.0,Import,Comoros,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22606.0,,-12.2045176,44.2832964,38.9597594,34.9249653
2014,2014.0,Import,Comoros,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",357.0,,-12.2045176,44.2832964,26.2540493,29.2675469
2014,2014.0,Import,Comoros,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9415.0,,-12.2045176,44.2832964,54.7023545,-3.2765753
2014,2014.0,Import,Comoros,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",280094.0,,-12.2045176,44.2832964,,
2014,2014.0,Import,Comoros,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10881.0,,-12.2045176,44.2832964,39.7837304,-100.445882
2014,2014.0,Import,Comoros,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22.0,,-12.2045176,44.2832964,16.3471243,47.8915271
