yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Re-Export,Armenia,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,17224.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2011,2011.0,Re-Export,Armenia,Georgia,35.0,Albuminoidal substances; modified starches; glues; enzymes,11383.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2011,2011.0,Re-Export,Armenia,Iran,35.0,Albuminoidal substances; modified starches; glues; enzymes,4915.0,,40.7696272,44.6736646,32.6475314,54.5643516
2011,2011.0,Re-Export,Armenia,Russian Federation,35.0,Albuminoidal substances; modified starches; glues; enzymes,927.0,,40.7696272,44.6736646,64.6863136,97.7453061
