yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Morocco,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4584123651.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2017,2017.0,Import,Morocco,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",832.0,,31.1728205,-7.3362482,41.000028,19.9999619
2017,2017.0,Import,Morocco,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",399566.0,,31.1728205,-7.3362482,-34.9964963,-64.9672817
2017,2017.0,Import,Morocco,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40979.0,,31.1728205,-7.3362482,-24.7761086,134.755
2017,2017.0,Import,Morocco,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2716227.0,,31.1728205,-7.3362482,47.59397,14.12456
2017,2017.0,Import,Morocco,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",196.0,,31.1728205,-7.3362482,26.1551249,50.5344606
2017,2017.0,Import,Morocco,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1056.0,,31.1728205,-7.3362482,24.4769288,90.2934413
2017,2017.0,Import,Morocco,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40070109.0,,31.1728205,-7.3362482,50.6402809,4.6667145
2017,2017.0,Import,Morocco,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",423.0,,31.1728205,-7.3362482,44.3053476,17.5961467
2017,2017.0,Import,Morocco,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2541121.0,,31.1728205,-7.3362482,-10.3333333,-53.2
2017,2017.0,Import,Morocco,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",689528.0,,31.1728205,-7.3362482,42.6073975,25.4856617
2017,2017.0,Import,Morocco,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12957456.0,,31.1728205,-7.3362482,53.4250605,27.6971358
2017,2017.0,Import,Morocco,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1071358.0,,31.1728205,-7.3362482,61.0666922,-107.991707
2017,2017.0,Import,Morocco,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20531.0,,31.1728205,-7.3362482,7.5554942,80.7137847
2017,2017.0,Import,Morocco,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139341985.0,,31.1728205,-7.3362482,35.000074,104.999927
2017,2017.0,Import,Morocco,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",894.0,,31.1728205,-7.3362482,4.099917,-72.9088133
2017,2017.0,Import,Morocco,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1581.0,,31.1728205,-7.3362482,10.2735633,-84.0739102
2017,2017.0,Import,Morocco,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37977.0,,31.1728205,-7.3362482,45.5643442,17.0118954
2017,2017.0,Import,Morocco,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",120442480.0,,31.1728205,-7.3362482,49.7439047,15.3381061
2017,2017.0,Import,Morocco,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",455791.0,,31.1728205,-7.3362482,55.670249,10.3333283
2017,2017.0,Import,Morocco,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103.0,,31.1728205,-7.3362482,1.613172,10.5170357
2017,2017.0,Import,Morocco,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7015.0,,31.1728205,-7.3362482,58.7523778,25.3319078
2017,2017.0,Import,Morocco,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",101491.0,,31.1728205,-7.3362482,63.2467777,25.9209164
2017,2017.0,Import,Morocco,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",710030240.0,,31.1728205,-7.3362482,46.603354,1.8883335
2017,2017.0,Import,Morocco,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",821577421.0,,31.1728205,-7.3362482,51.1638175,10.4478313
2017,2017.0,Import,Morocco,Gibraltar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33633.0,,31.1728205,-7.3362482,36.1285933,-5.3474761
2017,2017.0,Import,Morocco,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",440331.0,,31.1728205,-7.3362482,38.9953683,21.9877132
2017,2017.0,Import,Morocco,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",587876.0,,31.1728205,-7.3362482,22.350627,114.1849161
2017,2017.0,Import,Morocco,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6895035.0,,31.1728205,-7.3362482,47.1817585,19.5060937
2017,2017.0,Import,Morocco,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2458593.0,,31.1728205,-7.3362482,-2.4833826,117.8902853
2017,2017.0,Import,Morocco,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",129903.0,,31.1728205,-7.3362482,52.865196,-7.9794599
2017,2017.0,Import,Morocco,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",198153876.0,,31.1728205,-7.3362482,42.6384261,12.674297
2017,2017.0,Import,Morocco,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8796.0,,31.1728205,-7.3362482,7.9897371,-5.5679458
2017,2017.0,Import,Morocco,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89566082.0,,31.1728205,-7.3362482,36.5748441,139.2394179
2017,2017.0,Import,Morocco,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16493.0,,31.1728205,-7.3362482,31.1667049,36.941628
2017,2017.0,Import,Morocco,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",136032650.0,,31.1728205,-7.3362482,,
2017,2017.0,Import,Morocco,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1635.0,,31.1728205,-7.3362482,56.8406494,24.7537645
2017,2017.0,Import,Morocco,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1104780.0,,31.1728205,-7.3362482,55.3500003,23.7499997
2017,2017.0,Import,Morocco,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",279507.0,,31.1728205,-7.3362482,49.8158683,6.1296751
2017,2017.0,Import,Morocco,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",341990.0,,31.1728205,-7.3362482,4.5693754,102.2656823
2017,2017.0,Import,Morocco,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",428177.0,,31.1728205,-7.3362482,16.3700359,-2.2900239
2017,2017.0,Import,Morocco,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67355413.0,,31.1728205,-7.3362482,23.6585116,-102.0077097
2017,2017.0,Import,Morocco,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5152651.0,,31.1728205,-7.3362482,,
2017,2017.0,Import,Morocco,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",65827988.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2017,2017.0,Import,Morocco,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",164.0,,31.1728205,-7.3362482,-41.5000831,172.8344077
2017,2017.0,Import,Morocco,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",409631.0,,31.1728205,-7.3362482,9.6000359,7.9999721
2017,2017.0,Import,Morocco,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",427190.0,,31.1728205,-7.3362482,60.5000209,9.0999715
2017,2017.0,Import,Morocco,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18029.0,,31.1728205,-7.3362482,30.3308401,71.247499
2017,2017.0,Import,Morocco,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7041.0,,31.1728205,-7.3362482,12.7503486,122.7312101
