yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Export,Jordan,World,36.0,Explosives; pyrotechnic products; matches,787333.0,,31.1667049,36.941628,-36.8535712,174.7456809
2004,2004.0,Export,Jordan,Iraq,36.0,Explosives; pyrotechnic products; matches,29985.0,,31.1667049,36.941628,33.0955793,44.1749775
2004,2004.0,Export,Jordan,Saudi Arabia,36.0,Explosives; pyrotechnic products; matches,745869.0,,31.1667049,36.941628,25.6242618,42.3528328
2004,2004.0,Export,Jordan,Syria,36.0,Explosives; pyrotechnic products; matches,6250.0,,31.1667049,36.941628,34.6401861,39.0494106
2004,2004.0,Export,Jordan,Free Zones,36.0,Explosives; pyrotechnic products; matches,5230.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
