yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Saudi Arabia,World,81.0,Other base metals; cermets; articles thereof,1888929.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2005,2005.0,Re-Export,Saudi Arabia,Germany,81.0,Other base metals; cermets; articles thereof,32029.0,,25.6242618,42.3528328,51.1638175,10.4478313
2005,2005.0,Re-Export,Saudi Arabia,Rep. of Korea,81.0,Other base metals; cermets; articles thereof,205788.0,,25.6242618,42.3528328,,
2005,2005.0,Re-Export,Saudi Arabia,Kuwait,81.0,Other base metals; cermets; articles thereof,58720.0,,25.6242618,42.3528328,29.2733964,47.4979476
2005,2005.0,Re-Export,Saudi Arabia,Netherlands,81.0,Other base metals; cermets; articles thereof,110234.0,,25.6242618,42.3528328,52.2434979,5.6343227
2005,2005.0,Re-Export,Saudi Arabia,India,81.0,Other base metals; cermets; articles thereof,427325.0,,25.6242618,42.3528328,22.3511148,78.6677428
2005,2005.0,Re-Export,Saudi Arabia,Singapore,81.0,Other base metals; cermets; articles thereof,40037.0,,25.6242618,42.3528328,1.357107,103.8194992
2005,2005.0,Re-Export,Saudi Arabia,United Kingdom,81.0,Other base metals; cermets; articles thereof,112103.0,,25.6242618,42.3528328,54.7023545,-3.2765753
2005,2005.0,Re-Export,Saudi Arabia,USA,81.0,Other base metals; cermets; articles thereof,852514.0,,25.6242618,42.3528328,39.7837304,-100.445882
2005,2005.0,Re-Export,Saudi Arabia,Yemen,81.0,Other base metals; cermets; articles thereof,50179.0,,25.6242618,42.3528328,16.3471243,47.8915271
