yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18676383.0,,33.8750629,35.843409,-36.8535712,174.7456809
2015,2015.0,Export,Lebanon,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",223887.0,,33.8750629,35.843409,-11.8775768,17.5691241
2015,2015.0,Export,Lebanon,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1000.0,,33.8750629,35.843409,40.3936294,47.7872508
2015,2015.0,Export,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",201655.0,,33.8750629,35.843409,-24.7761086,134.755
2015,2015.0,Export,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43129.0,,33.8750629,35.843409,26.1551249,50.5344606
2015,2015.0,Export,Lebanon,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",280058.0,,33.8750629,35.843409,40.7696272,44.6736646
2015,2015.0,Export,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39063.0,,33.8750629,35.843409,50.6402809,4.6667145
2015,2015.0,Export,Lebanon,Br. Indian Ocean Terr.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10668.0,,33.8750629,35.843409,40.240058,-74.075567
2015,2015.0,Export,Lebanon,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4142.0,,33.8750629,35.843409,42.6073975,25.4856617
2015,2015.0,Export,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222341.0,,33.8750629,35.843409,4.6125522,13.1535811
2015,2015.0,Export,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63215.0,,33.8750629,35.843409,61.0666922,-107.991707
2015,2015.0,Export,Lebanon,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",173995.0,,33.8750629,35.843409,,
2015,2015.0,Export,Lebanon,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16991.0,,33.8750629,35.843409,15.6134137,19.0156172
2015,2015.0,Export,Lebanon,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",71647.0,,33.8750629,35.843409,35.000074,104.999927
2015,2015.0,Export,Lebanon,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1630824.0,,33.8750629,35.843409,-2.9814344,23.8222636
2015,2015.0,Export,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1503.0,,33.8750629,35.843409,34.9823018,33.1451285
2015,2015.0,Export,Lebanon,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64203.0,,33.8750629,35.843409,49.7439047,15.3381061
2015,2015.0,Export,Lebanon,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27696.0,,33.8750629,35.843409,9.5293472,2.2584408
2015,2015.0,Export,Lebanon,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76637.0,,33.8750629,35.843409,1.613172,10.5170357
2015,2015.0,Export,Lebanon,Fiji,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40.0,,33.8750629,35.843409,-18.1239696,179.0122737
2015,2015.0,Export,Lebanon,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",666.0,,33.8750629,35.843409,63.2467777,25.9209164
2015,2015.0,Export,Lebanon,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67270.0,,33.8750629,35.843409,46.603354,1.8883335
2015,2015.0,Export,Lebanon,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18591.0,,33.8750629,35.843409,11.8145966,42.8453061
2015,2015.0,Export,Lebanon,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",552436.0,,33.8750629,35.843409,-0.8999695,11.6899699
2015,2015.0,Export,Lebanon,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2245.0,,33.8750629,35.843409,32.3293809,-83.1137366
2015,2015.0,Export,Lebanon,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21408.0,,33.8750629,35.843409,13.470062,-15.4900464
2015,2015.0,Export,Lebanon,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1156312.0,,33.8750629,35.843409,51.1638175,10.4478313
2015,2015.0,Export,Lebanon,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",182077.0,,33.8750629,35.843409,8.0300284,-1.0800271
2015,2015.0,Export,Lebanon,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89941.0,,33.8750629,35.843409,38.9953683,21.9877132
2015,2015.0,Export,Lebanon,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",294544.0,,33.8750629,35.843409,10.7226226,-10.7083587
2015,2015.0,Export,Lebanon,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7287.0,,33.8750629,35.843409,-2.4833826,117.8902853
2015,2015.0,Export,Lebanon,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",431257.0,,33.8750629,35.843409,32.6475314,54.5643516
2015,2015.0,Export,Lebanon,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2631682.0,,33.8750629,35.843409,33.0955793,44.1749775
2015,2015.0,Export,Lebanon,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23923.0,,33.8750629,35.843409,52.865196,-7.9794599
2015,2015.0,Export,Lebanon,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50715.0,,33.8750629,35.843409,42.6384261,12.674297
2015,2015.0,Export,Lebanon,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1049250.0,,33.8750629,35.843409,7.9897371,-5.5679458
2015,2015.0,Export,Lebanon,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4968.0,,33.8750629,35.843409,36.5748441,139.2394179
2015,2015.0,Export,Lebanon,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",882124.0,,33.8750629,35.843409,31.1667049,36.941628
