yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Kuwait,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5090435805.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2013,2013.0,Import,Kuwait,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70957.0,,29.2733964,47.4979476,10.2735633,-84.0739102
2013,2013.0,Import,Kuwait,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21864.0,,29.2733964,47.4979476,45.5643442,17.0118954
2013,2013.0,Import,Kuwait,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176.0,,29.2733964,47.4979476,34.9823018,33.1451285
2013,2013.0,Import,Kuwait,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3192499.0,,29.2733964,47.4979476,49.7439047,15.3381061
2013,2013.0,Import,Kuwait,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",170831.0,,29.2733964,47.4979476,55.670249,10.3333283
2013,2013.0,Import,Kuwait,Dominican Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10474.0,,29.2733964,47.4979476,-1.3397668,-79.3666965
2013,2013.0,Import,Kuwait,El Salvador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3837.0,,29.2733964,47.4979476,13.8000382,-88.9140683
2013,2013.0,Import,Kuwait,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",127317.0,,29.2733964,47.4979476,58.7523778,25.3319078
2013,2013.0,Import,Kuwait,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76254.0,,29.2733964,47.4979476,63.2467777,25.9209164
2013,2013.0,Import,Kuwait,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15627539.0,,29.2733964,47.4979476,46.603354,1.8883335
2013,2013.0,Import,Kuwait,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2165.0,,29.2733964,47.4979476,32.3293809,-83.1137366
2013,2013.0,Import,Kuwait,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8164.0,,29.2733964,47.4979476,13.470062,-15.4900464
2013,2013.0,Import,Kuwait,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21.0,,29.2733964,47.4979476,31.46242095,34.262716572130714
2013,2013.0,Import,Kuwait,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",731101684.0,,29.2733964,47.4979476,51.1638175,10.4478313
2013,2013.0,Import,Kuwait,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76652.0,,29.2733964,47.4979476,38.9953683,21.9877132
2013,2013.0,Import,Kuwait,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21498.0,,29.2733964,47.4979476,15.2572432,-86.0755145
2013,2013.0,Import,Kuwait,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60980.0,,29.2733964,47.4979476,22.350627,114.1849161
2013,2013.0,Import,Kuwait,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3115529.0,,29.2733964,47.4979476,47.1817585,19.5060937
2013,2013.0,Import,Kuwait,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2969.0,,29.2733964,47.4979476,64.9841821,-18.1059013
2013,2013.0,Import,Kuwait,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56368663.0,,29.2733964,47.4979476,-2.4833826,117.8902853
2013,2013.0,Import,Kuwait,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",337779.0,,29.2733964,47.4979476,32.6475314,54.5643516
2013,2013.0,Import,Kuwait,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",304231.0,,29.2733964,47.4979476,52.865196,-7.9794599
2013,2013.0,Import,Kuwait,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61106009.0,,29.2733964,47.4979476,42.6384261,12.674297
2013,2013.0,Import,Kuwait,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1494329175.0,,29.2733964,47.4979476,36.5748441,139.2394179
2013,2013.0,Import,Kuwait,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",56.0,,29.2733964,47.4979476,48.1012954,66.7780818
2013,2013.0,Import,Kuwait,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",484093.0,,29.2733964,47.4979476,31.1667049,36.941628
2013,2013.0,Import,Kuwait,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",330980551.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33322.0,,29.2733964,47.4979476,33.8750629,35.843409
2013,2013.0,Import,Kuwait,Lesotho,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63.0,,29.2733964,47.4979476,-29.6039267,28.3350193
2013,2013.0,Import,Kuwait,Latvia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",850.0,,29.2733964,47.4979476,56.8406494,24.7537645
2013,2013.0,Import,Kuwait,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8989.0,,29.2733964,47.4979476,55.3500003,23.7499997
2013,2013.0,Import,Kuwait,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",90285.0,,29.2733964,47.4979476,49.8158683,6.1296751
2013,2013.0,Import,Kuwait,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1009.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",765.0,,29.2733964,47.4979476,-18.9249604,46.4416422
2013,2013.0,Import,Kuwait,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1742084.0,,29.2733964,47.4979476,4.5693754,102.2656823
2013,2013.0,Import,Kuwait,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",402.0,,29.2733964,47.4979476,16.3700359,-2.2900239
2013,2013.0,Import,Kuwait,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104081.0,,29.2733964,47.4979476,35.8885993,14.4476911
2013,2013.0,Import,Kuwait,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1241.0,,29.2733964,47.4979476,20.2540382,-9.2399263
2013,2013.0,Import,Kuwait,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89770812.0,,29.2733964,47.4979476,23.6585116,-102.0077097
2013,2013.0,Import,Kuwait,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",116379856.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Rep. of Moldova,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",261.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Montserrat,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2733.0,,29.2733964,47.4979476,16.7417041,-62.1916844
2013,2013.0,Import,Kuwait,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22742.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2013,2013.0,Import,Kuwait,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5325.0,,29.2733964,47.4979476,21.0000287,57.0036901
2013,2013.0,Import,Kuwait,"Oceania, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32.0,,29.2733964,47.4979476,,
2013,2013.0,Import,Kuwait,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1418598.0,,29.2733964,47.4979476,52.2434979,5.6343227
2013,2013.0,Import,Kuwait,Aruba,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44906.0,,29.2733964,47.4979476,12.51756625,-69.98186415210564
2013,2013.0,Import,Kuwait,New Caledonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14.0,,29.2733964,47.4979476,-21.3019905,165.4880773
2013,2013.0,Import,Kuwait,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95565.0,,29.2733964,47.4979476,-41.5000831,172.8344077
2013,2013.0,Import,Kuwait,Nicaragua,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2035.0,,29.2733964,47.4979476,12.6090157,-85.2936911
2013,2013.0,Import,Kuwait,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42.0,,29.2733964,47.4979476,17.7356214,9.3238432
2013,2013.0,Import,Kuwait,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",625866.0,,29.2733964,47.4979476,60.5000209,9.0999715
2013,2013.0,Import,Kuwait,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",209481.0,,29.2733964,47.4979476,30.3308401,71.247499
2013,2013.0,Import,Kuwait,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25.0,,29.2733964,47.4979476,8.559559,-81.1308434
2013,2013.0,Import,Kuwait,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1251781.0,,29.2733964,47.4979476,12.7503486,122.7312101
2013,2013.0,Import,Kuwait,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5151526.0,,29.2733964,47.4979476,52.215933,19.134422
2013,2013.0,Import,Kuwait,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1979421.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2013,2013.0,Import,Kuwait,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33890.0,,29.2733964,47.4979476,25.3336984,51.2295295
2013,2013.0,Import,Kuwait,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2841591.0,,29.2733964,47.4979476,45.9852129,24.6859225
2013,2013.0,Import,Kuwait,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1700006.0,,29.2733964,47.4979476,64.6863136,97.7453061
2013,2013.0,Import,Kuwait,Rwanda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",166.0,,29.2733964,47.4979476,-1.9646631,30.0644358
2013,2013.0,Import,Kuwait,Saint Helena,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",402.0,,29.2733964,47.4979476,-15.96545515,-5.702575637953244
2013,2013.0,Import,Kuwait,San Marino,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1460.0,,29.2733964,47.4979476,43.9458623,12.458306
2013,2013.0,Import,Kuwait,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1464132.0,,29.2733964,47.4979476,25.6242618,42.3528328
2013,2013.0,Import,Kuwait,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144438.0,,29.2733964,47.4979476,44.1534121,20.55144
2013,2013.0,Import,Kuwait,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18983.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2013,2013.0,Import,Kuwait,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42404102.0,,29.2733964,47.4979476,22.3511148,78.6677428
2013,2013.0,Import,Kuwait,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1003586.0,,29.2733964,47.4979476,1.357107,103.8194992
2013,2013.0,Import,Kuwait,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63710174.0,,29.2733964,47.4979476,48.7411522,19.4528646
2013,2013.0,Import,Kuwait,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",463188.0,,29.2733964,47.4979476,15.9266657,107.9650855
2013,2013.0,Import,Kuwait,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",268127.0,,29.2733964,47.4979476,45.8133113,14.4808369
2013,2013.0,Import,Kuwait,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1827.0,,29.2733964,47.4979476,8.3676771,49.083416
2013,2013.0,Import,Kuwait,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11801367.0,,29.2733964,47.4979476,-28.8166236,24.991639
2013,2013.0,Import,Kuwait,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12696530.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2013,2013.0,Import,Kuwait,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4799948.0,,29.2733964,47.4979476,59.6749712,14.5208584
2013,2013.0,Import,Kuwait,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",426692.0,,29.2733964,47.4979476,46.7985624,8.2319736
2013,2013.0,Import,Kuwait,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9638.0,,29.2733964,47.4979476,34.6401861,39.0494106
2013,2013.0,Import,Kuwait,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",196327706.0,,29.2733964,47.4979476,14.8971921,100.83273
2013,2013.0,Import,Kuwait,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8795191.0,,29.2733964,47.4979476,24.0002488,53.9994829
2013,2013.0,Import,Kuwait,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",71126.0,,29.2733964,47.4979476,33.8439408,9.400138
2013,2013.0,Import,Kuwait,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6938414.0,,29.2733964,47.4979476,38.9597594,34.9249653
2013,2013.0,Import,Kuwait,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43810.0,,29.2733964,47.4979476,49.4871968,31.2718321
2013,2013.0,Import,Kuwait,North Macedonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6870.0,,29.2733964,47.4979476,41.6171214,21.7168387
2013,2013.0,Import,Kuwait,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",221228.0,,29.2733964,47.4979476,26.2540493,29.2675469
2013,2013.0,Import,Kuwait,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",214102838.0,,29.2733964,47.4979476,54.7023545,-3.2765753
2013,2013.0,Import,Kuwait,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1062970667.0,,29.2733964,47.4979476,39.7837304,-100.445882
2013,2013.0,Import,Kuwait,Uruguay,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",201.0,,29.2733964,47.4979476,-32.8755548,-56.0201525
2013,2013.0,Import,Kuwait,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2024.0,,29.2733964,47.4979476,8.0018709,-66.1109318
2013,2013.0,Import,Kuwait,Samoa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",462.0,,29.2733964,47.4979476,-13.7693895,-172.12005
2013,2013.0,Import,Kuwait,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54647.0,,29.2733964,47.4979476,,
