yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Cyprus,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,29925.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2009,2009.0,Re-Export,Cyprus,Greece,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,20209.0,,34.9823018,33.1451285,38.9953683,21.9877132
2009,2009.0,Re-Export,Cyprus,Jordan,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,832.0,,34.9823018,33.1451285,31.1667049,36.941628
2009,2009.0,Re-Export,Cyprus,Lebanon,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1630.0,,34.9823018,33.1451285,33.8750629,35.843409
2009,2009.0,Re-Export,Cyprus,Syria,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1757.0,,34.9823018,33.1451285,34.6401861,39.0494106
2009,2009.0,Re-Export,Cyprus,Ukraine,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2752.0,,34.9823018,33.1451285,49.4871968,31.2718321
2009,2009.0,Re-Export,Cyprus,Egypt,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,2745.0,,34.9823018,33.1451285,26.2540493,29.2675469
