yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Comoros,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14399.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2020,2020.0,Export,Comoros,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14114.0,,-12.2045176,44.2832964,46.603354,1.8883335
2020,2020.0,Export,Comoros,Madagascar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",284.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
