yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Lebanon,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",47206238.0,,33.8750629,35.843409,-36.8535712,174.7456809
2013,2013.0,Import,Lebanon,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14.0,,33.8750629,35.843409,41.000028,19.9999619
2013,2013.0,Import,Lebanon,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",838.0,,33.8750629,35.843409,-34.9964963,-64.9672817
2013,2013.0,Import,Lebanon,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18047.0,,33.8750629,35.843409,-24.7761086,134.755
2013,2013.0,Import,Lebanon,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",446643.0,,33.8750629,35.843409,47.59397,14.12456
2013,2013.0,Import,Lebanon,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",130130.0,,33.8750629,35.843409,50.6402809,4.6667145
2013,2013.0,Import,Lebanon,Bosnia Herzegovina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",213.0,,33.8750629,35.843409,44.3053476,17.5961467
2013,2013.0,Import,Lebanon,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",603115.0,,33.8750629,35.843409,-10.3333333,-53.2
2013,2013.0,Import,Lebanon,Belize,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1132.0,,33.8750629,35.843409,16.8259793,-88.7600927
2013,2013.0,Import,Lebanon,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13418.0,,33.8750629,35.843409,42.6073975,25.4856617
2013,2013.0,Import,Lebanon,Belarus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65792.0,,33.8750629,35.843409,53.4250605,27.6971358
2013,2013.0,Import,Lebanon,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",147390.0,,33.8750629,35.843409,61.0666922,-107.991707
2013,2013.0,Import,Lebanon,Sri Lanka,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",731.0,,33.8750629,35.843409,7.5554942,80.7137847
2013,2013.0,Import,Lebanon,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17702299.0,,33.8750629,35.843409,35.000074,104.999927
2013,2013.0,Import,Lebanon,Colombia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",500.0,,33.8750629,35.843409,4.099917,-72.9088133
2013,2013.0,Import,Lebanon,Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",575.0,,33.8750629,35.843409,-2.9814344,23.8222636
2013,2013.0,Import,Lebanon,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",777.0,,33.8750629,35.843409,45.5643442,17.0118954
2013,2013.0,Import,Lebanon,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",95975.0,,33.8750629,35.843409,49.7439047,15.3381061
2013,2013.0,Import,Lebanon,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",111624.0,,33.8750629,35.843409,55.670249,10.3333283
2013,2013.0,Import,Lebanon,Finland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7779.0,,33.8750629,35.843409,63.2467777,25.9209164
