yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Algeria,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,328602.0,,28.0000272,2.9999825,-36.8535712,174.7456809
2011,2011.0,Export,Algeria,Belgium,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,38119.0,,28.0000272,2.9999825,50.6402809,4.6667145
2011,2011.0,Export,Algeria,France,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,152137.0,,28.0000272,2.9999825,46.603354,1.8883335
2011,2011.0,Export,Algeria,Germany,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,138346.0,,28.0000272,2.9999825,51.1638175,10.4478313
