yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",137514326.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2018,2018.0,Import,Mauritania,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5209.0,,20.2540382,-9.2399263,41.000028,19.9999619
2018,2018.0,Import,Mauritania,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112.0,,20.2540382,-9.2399263,28.0000272,2.9999825
2018,2018.0,Import,Mauritania,Andorra,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5419.0,,20.2540382,-9.2399263,42.5407167,1.5732033
2018,2018.0,Import,Mauritania,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6096.0,,20.2540382,-9.2399263,40.3936294,47.7872508
2018,2018.0,Import,Mauritania,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",132508.0,,20.2540382,-9.2399263,-24.7761086,134.755
2018,2018.0,Import,Mauritania,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8872813.0,,20.2540382,-9.2399263,50.6402809,4.6667145
2018,2018.0,Import,Mauritania,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",193292.0,,20.2540382,-9.2399263,-10.3333333,-53.2
2018,2018.0,Import,Mauritania,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81402.0,,20.2540382,-9.2399263,42.6073975,25.4856617
2018,2018.0,Import,Mauritania,Burundi,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11630.0,,20.2540382,-9.2399263,-3.426449,29.9324519
2018,2018.0,Import,Mauritania,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3486862.0,,20.2540382,-9.2399263,61.0666922,-107.991707
2018,2018.0,Import,Mauritania,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13705089.0,,20.2540382,-9.2399263,35.000074,104.999927
2018,2018.0,Import,Mauritania,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11630.0,,20.2540382,-9.2399263,45.5643442,17.0118954
2018,2018.0,Import,Mauritania,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3699.0,,20.2540382,-9.2399263,49.7439047,15.3381061
2018,2018.0,Import,Mauritania,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12427.0,,20.2540382,-9.2399263,55.670249,10.3333283
2018,2018.0,Import,Mauritania,Ecuador,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3149.0,,20.2540382,-9.2399263,-1.3397668,-79.3666965
2018,2018.0,Import,Mauritania,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11632.0,,20.2540382,-9.2399263,63.2467777,25.9209164
2018,2018.0,Import,Mauritania,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10116082.0,,20.2540382,-9.2399263,46.603354,1.8883335
2018,2018.0,Import,Mauritania,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9149676.0,,20.2540382,-9.2399263,51.1638175,10.4478313
