yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Re-Export,Pakistan,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,198792.0,,30.3308401,71.247499,-36.8535712,174.7456809
2006,2006.0,Re-Export,Pakistan,Bahrain,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,840.0,,30.3308401,71.247499,26.1551249,50.5344606
2006,2006.0,Re-Export,Pakistan,Germany,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,115484.0,,30.3308401,71.247499,51.1638175,10.4478313
2006,2006.0,Re-Export,Pakistan,Iran,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,4912.0,,30.3308401,71.247499,32.6475314,54.5643516
2006,2006.0,Re-Export,Pakistan,India,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,7609.0,,30.3308401,71.247499,22.3511148,78.6677428
2006,2006.0,Re-Export,Pakistan,Thailand,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,5508.0,,30.3308401,71.247499,14.8971921,100.83273
2006,2006.0,Re-Export,Pakistan,Turkey,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,20831.0,,30.3308401,71.247499,38.9597594,34.9249653
2006,2006.0,Re-Export,Pakistan,United Rep. of Tanzania,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,29015.0,,30.3308401,71.247499,,
2006,2006.0,Re-Export,Pakistan,USA,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,14593.0,,30.3308401,71.247499,39.7837304,-100.445882
