yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2003,2003.0,Export,Armenia,World,4.0,Dairy produce; birds eggs; natural honey;,1899397.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2003,2003.0,Export,Armenia,France,4.0,Dairy produce; birds eggs; natural honey;,5610.0,,40.7696272,44.6736646,46.603354,1.8883335
2003,2003.0,Export,Armenia,Georgia,4.0,Dairy produce; birds eggs; natural honey;,534832.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2003,2003.0,Export,Armenia,Russian Federation,4.0,Dairy produce; birds eggs; natural honey;,951039.0,,40.7696272,44.6736646,64.6863136,97.7453061
2003,2003.0,Export,Armenia,USA,4.0,Dairy produce; birds eggs; natural honey;,407916.0,,40.7696272,44.6736646,39.7837304,-100.445882
