yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Export,Cyprus,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,38202.0,,34.9823018,33.1451285,-36.8535712,174.7456809
2010,2010.0,Export,Cyprus,China,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,16206.0,,34.9823018,33.1451285,35.000074,104.999927
2010,2010.0,Export,Cyprus,Greece,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,12937.0,,34.9823018,33.1451285,38.9953683,21.9877132
2010,2010.0,Export,Cyprus,Iran,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,8352.0,,34.9823018,33.1451285,32.6475314,54.5643516
2010,2010.0,Export,Cyprus,Kuwait,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,707.0,,34.9823018,33.1451285,29.2733964,47.4979476
