yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Import,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",140433145.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2020,2020.0,Import,Mauritania,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9852.0,,20.2540382,-9.2399263,28.0000272,2.9999825
2020,2020.0,Import,Mauritania,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7639.0,,20.2540382,-9.2399263,-11.8775768,17.5691241
2020,2020.0,Import,Mauritania,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7493.0,,20.2540382,-9.2399263,40.3936294,47.7872508
2020,2020.0,Import,Mauritania,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27261.0,,20.2540382,-9.2399263,-24.7761086,134.755
2020,2020.0,Import,Mauritania,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5913387.0,,20.2540382,-9.2399263,50.6402809,4.6667145
2020,2020.0,Import,Mauritania,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",138565.0,,20.2540382,-9.2399263,44.3053476,17.5961467
2020,2020.0,Import,Mauritania,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",138089.0,,20.2540382,-9.2399263,-10.3333333,-53.2
2020,2020.0,Import,Mauritania,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",85211.0,,20.2540382,-9.2399263,42.6073975,25.4856617
2020,2020.0,Import,Mauritania,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15211555.0,,20.2540382,-9.2399263,61.0666922,-107.991707
2020,2020.0,Import,Mauritania,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18016768.0,,20.2540382,-9.2399263,35.000074,104.999927
2020,2020.0,Import,Mauritania,Costa Rica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4533.0,,20.2540382,-9.2399263,10.2735633,-84.0739102
2020,2020.0,Import,Mauritania,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26041.0,,20.2540382,-9.2399263,45.5643442,17.0118954
2020,2020.0,Import,Mauritania,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54617.0,,20.2540382,-9.2399263,55.670249,10.3333283
2020,2020.0,Import,Mauritania,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18032.0,,20.2540382,-9.2399263,63.2467777,25.9209164
2020,2020.0,Import,Mauritania,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10169329.0,,20.2540382,-9.2399263,46.603354,1.8883335
2020,2020.0,Import,Mauritania,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9384971.0,,20.2540382,-9.2399263,51.1638175,10.4478313
2020,2020.0,Import,Mauritania,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",699.0,,20.2540382,-9.2399263,22.350627,114.1849161
2020,2020.0,Import,Mauritania,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38945.0,,20.2540382,-9.2399263,47.1817585,19.5060937
2020,2020.0,Import,Mauritania,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119790.0,,20.2540382,-9.2399263,-2.4833826,117.8902853
2020,2020.0,Import,Mauritania,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53839.0,,20.2540382,-9.2399263,52.865196,-7.9794599
2020,2020.0,Import,Mauritania,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",932265.0,,20.2540382,-9.2399263,42.6384261,12.674297
2020,2020.0,Import,Mauritania,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17199.0,,20.2540382,-9.2399263,7.9897371,-5.5679458
2020,2020.0,Import,Mauritania,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42526578.0,,20.2540382,-9.2399263,36.5748441,139.2394179
2020,2020.0,Import,Mauritania,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95306.0,,20.2540382,-9.2399263,,
2020,2020.0,Import,Mauritania,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1692176.0,,20.2540382,-9.2399263,,
2020,2020.0,Import,Mauritania,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126.0,,20.2540382,-9.2399263,33.8750629,35.843409
2020,2020.0,Import,Mauritania,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11649.0,,20.2540382,-9.2399263,5.7499721,-9.3658524
2020,2020.0,Import,Mauritania,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17397.0,,20.2540382,-9.2399263,55.3500003,23.7499997
2020,2020.0,Import,Mauritania,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",198566.0,,20.2540382,-9.2399263,4.5693754,102.2656823
2020,2020.0,Import,Mauritania,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7955.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2020,2020.0,Import,Mauritania,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6660.0,,20.2540382,-9.2399263,-20.2759451,57.5703566
2020,2020.0,Import,Mauritania,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1668.0,,20.2540382,-9.2399263,,
2020,2020.0,Import,Mauritania,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",352805.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2020,2020.0,Import,Mauritania,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1402558.0,,20.2540382,-9.2399263,52.2434979,5.6343227
2020,2020.0,Import,Mauritania,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57.0,,20.2540382,-9.2399263,-41.5000831,172.8344077
2020,2020.0,Import,Mauritania,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12904.0,,20.2540382,-9.2399263,60.5000209,9.0999715
2020,2020.0,Import,Mauritania,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",141770.0,,20.2540382,-9.2399263,52.215933,19.134422
