yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2010,2010.0,Re-Export,Georgia,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,196118.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2010,2010.0,Re-Export,Georgia,Azerbaijan,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,80063.0,,32.3293809,-83.1137366,40.3936294,47.7872508
2010,2010.0,Re-Export,Georgia,Armenia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,116055.0,,32.3293809,-83.1137366,40.7696272,44.6736646
