yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Comoros,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",287.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2018,2018.0,Export,Comoros,Madagascar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",47.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2018,2018.0,Export,Comoros,United Arab Emirates,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",239.0,,-12.2045176,44.2832964,24.0002488,53.9994829
