yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Import,Pakistan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2101447808.0,,30.3308401,71.247499,-36.8535712,174.7456809
2016,2016.0,Import,Pakistan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",109220.0,,30.3308401,71.247499,33.7680065,66.2385139
2016,2016.0,Import,Pakistan,Argentina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7508.0,,30.3308401,71.247499,-34.9964963,-64.9672817
2016,2016.0,Import,Pakistan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3670845.0,,30.3308401,71.247499,-24.7761086,134.755
2016,2016.0,Import,Pakistan,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",250690.0,,30.3308401,71.247499,47.59397,14.12456
2016,2016.0,Import,Pakistan,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2698.0,,30.3308401,71.247499,26.1551249,50.5344606
2016,2016.0,Import,Pakistan,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23751.0,,30.3308401,71.247499,24.4769288,90.2934413
2016,2016.0,Import,Pakistan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139040.0,,30.3308401,71.247499,50.6402809,4.6667145
2016,2016.0,Import,Pakistan,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17590.0,,30.3308401,71.247499,-10.3333333,-53.2
2016,2016.0,Import,Pakistan,Br. Virgin Isds,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5343.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1160507.0,,30.3308401,71.247499,42.6073975,25.4856617
2016,2016.0,Import,Pakistan,Belarus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28814235.0,,30.3308401,71.247499,53.4250605,27.6971358
2016,2016.0,Import,Pakistan,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67.0,,30.3308401,71.247499,12.5433216,104.8144914
2016,2016.0,Import,Pakistan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",532021.0,,30.3308401,71.247499,61.0666922,-107.991707
2016,2016.0,Import,Pakistan,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",113624.0,,30.3308401,71.247499,7.5554942,80.7137847
2016,2016.0,Import,Pakistan,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6655.0,,30.3308401,71.247499,15.6134137,19.0156172
2016,2016.0,Import,Pakistan,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",147472.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2016,2016.0,Import,Pakistan,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",398179967.0,,30.3308401,71.247499,35.000074,104.999927
2016,2016.0,Import,Pakistan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34501.0,,30.3308401,71.247499,49.7439047,15.3381061
2016,2016.0,Import,Pakistan,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17137.0,,30.3308401,71.247499,55.670249,10.3333283
2016,2016.0,Import,Pakistan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2977.0,,30.3308401,71.247499,58.7523778,25.3319078
2016,2016.0,Import,Pakistan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1867626.0,,30.3308401,71.247499,63.2467777,25.9209164
2016,2016.0,Import,Pakistan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3734080.0,,30.3308401,71.247499,46.603354,1.8883335
2016,2016.0,Import,Pakistan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46253000.0,,30.3308401,71.247499,51.1638175,10.4478313
2016,2016.0,Import,Pakistan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",340.0,,30.3308401,71.247499,38.9953683,21.9877132
2016,2016.0,Import,Pakistan,Guam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80.0,,30.3308401,71.247499,13.4501257,144.75755102972062
2016,2016.0,Import,Pakistan,Holy See (Vatican City State),87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55768.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Honduras,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",844.0,,30.3308401,71.247499,15.2572432,-86.0755145
2016,2016.0,Import,Pakistan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1892611.0,,30.3308401,71.247499,22.350627,114.1849161
2016,2016.0,Import,Pakistan,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5873645.0,,30.3308401,71.247499,47.1817585,19.5060937
2016,2016.0,Import,Pakistan,Iceland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31.0,,30.3308401,71.247499,64.9841821,-18.1059013
2016,2016.0,Import,Pakistan,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63743313.0,,30.3308401,71.247499,-2.4833826,117.8902853
2016,2016.0,Import,Pakistan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",425658.0,,30.3308401,71.247499,32.6475314,54.5643516
2016,2016.0,Import,Pakistan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",391660.0,,30.3308401,71.247499,52.865196,-7.9794599
2016,2016.0,Import,Pakistan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1340506.0,,30.3308401,71.247499,42.6384261,12.674297
2016,2016.0,Import,Pakistan,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1326.0,,30.3308401,71.247499,7.9897371,-5.5679458
2016,2016.0,Import,Pakistan,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",409043.0,,30.3308401,71.247499,18.1850507,-77.3947693
2016,2016.0,Import,Pakistan,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1036811571.0,,30.3308401,71.247499,36.5748441,139.2394179
2016,2016.0,Import,Pakistan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",432317.0,,30.3308401,71.247499,48.1012954,66.7780818
2016,2016.0,Import,Pakistan,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",780287.0,,30.3308401,71.247499,31.1667049,36.941628
2016,2016.0,Import,Pakistan,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35800.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28406858.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8653.0,,30.3308401,71.247499,29.2733964,47.4979476
2016,2016.0,Import,Pakistan,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10.0,,30.3308401,71.247499,41.5089324,74.724091
2016,2016.0,Import,Pakistan,Lao People's Dem. Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",205.0,,30.3308401,71.247499,49.8158683,6.1296751
2016,2016.0,Import,Pakistan,"China, Macao SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",651.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34575.0,,30.3308401,71.247499,-18.9249604,46.4416422
2016,2016.0,Import,Pakistan,Malawi,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",285.0,,30.3308401,71.247499,-13.2687204,33.9301963
2016,2016.0,Import,Pakistan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5114026.0,,30.3308401,71.247499,4.5693754,102.2656823
2016,2016.0,Import,Pakistan,Maldives,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",417.0,,30.3308401,71.247499,3.7203503,73.2244152
2016,2016.0,Import,Pakistan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7787.0,,30.3308401,71.247499,23.6585116,-102.0077097
2016,2016.0,Import,Pakistan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8496132.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Montserrat,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48.0,,30.3308401,71.247499,16.7417041,-62.1916844
2016,2016.0,Import,Pakistan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60673.0,,30.3308401,71.247499,21.0000287,57.0036901
2016,2016.0,Import,Pakistan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53454.0,,30.3308401,71.247499,52.2434979,5.6343227
2016,2016.0,Import,Pakistan,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61165.0,,30.3308401,71.247499,-41.5000831,172.8344077
2016,2016.0,Import,Pakistan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3422.0,,30.3308401,71.247499,9.6000359,7.9999721
2016,2016.0,Import,Pakistan,"Other Europe, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1830105.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3889.0,,30.3308401,71.247499,60.5000209,9.0999715
2016,2016.0,Import,Pakistan,United States Minor Outlying Islands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13642.0,,30.3308401,71.247499,16.7325005,-169.5282535
2016,2016.0,Import,Pakistan,Paraguay,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152.0,,30.3308401,71.247499,-23.3165935,-58.1693445
2016,2016.0,Import,Pakistan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2002809.0,,30.3308401,71.247499,12.7503486,122.7312101
2016,2016.0,Import,Pakistan,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20480.0,,30.3308401,71.247499,52.215933,19.134422
2016,2016.0,Import,Pakistan,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1003292.0,,30.3308401,71.247499,39.6621648,-8.1353519
2016,2016.0,Import,Pakistan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",365558.0,,30.3308401,71.247499,25.3336984,51.2295295
2016,2016.0,Import,Pakistan,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4752.0,,30.3308401,71.247499,45.9852129,24.6859225
2016,2016.0,Import,Pakistan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1705990.0,,30.3308401,71.247499,64.6863136,97.7453061
2016,2016.0,Import,Pakistan,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",149630.0,,30.3308401,71.247499,25.6242618,42.3528328
2016,2016.0,Import,Pakistan,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1179.0,,30.3308401,71.247499,44.1534121,20.55144
2016,2016.0,Import,Pakistan,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43.0,,30.3308401,71.247499,8.6400349,-11.8400269
2016,2016.0,Import,Pakistan,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70872.0,,30.3308401,71.247499,22.3511148,78.6677428
2016,2016.0,Import,Pakistan,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40712068.0,,30.3308401,71.247499,1.357107,103.8194992
2016,2016.0,Import,Pakistan,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",981554.0,,30.3308401,71.247499,48.7411522,19.4528646
2016,2016.0,Import,Pakistan,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4315247.0,,30.3308401,71.247499,15.9266657,107.9650855
2016,2016.0,Import,Pakistan,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",569.0,,30.3308401,71.247499,45.8133113,14.4808369
2016,2016.0,Import,Pakistan,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3657341.0,,30.3308401,71.247499,-28.8166236,24.991639
2016,2016.0,Import,Pakistan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",985959.0,,30.3308401,71.247499,39.3260685,-4.8379791
2016,2016.0,Import,Pakistan,Eswatini,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",99929.0,,30.3308401,71.247499,-26.5624806,31.3991317
2016,2016.0,Import,Pakistan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2118420.0,,30.3308401,71.247499,59.6749712,14.5208584
2016,2016.0,Import,Pakistan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18728.0,,30.3308401,71.247499,46.7985624,8.2319736
2016,2016.0,Import,Pakistan,Tajikistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20.0,,30.3308401,71.247499,38.6281733,70.8156541
2016,2016.0,Import,Pakistan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363863060.0,,30.3308401,71.247499,14.8971921,100.83273
2016,2016.0,Import,Pakistan,Togo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",503.0,,30.3308401,71.247499,8.7800265,1.0199765
2016,2016.0,Import,Pakistan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8761401.0,,30.3308401,71.247499,24.0002488,53.9994829
2016,2016.0,Import,Pakistan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2930057.0,,30.3308401,71.247499,38.9597594,34.9249653
2016,2016.0,Import,Pakistan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",217541.0,,30.3308401,71.247499,49.4871968,31.2718321
2016,2016.0,Import,Pakistan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1635.0,,30.3308401,71.247499,26.2540493,29.2675469
2016,2016.0,Import,Pakistan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9635517.0,,30.3308401,71.247499,54.7023545,-3.2765753
2016,2016.0,Import,Pakistan,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13586.0,,30.3308401,71.247499,,
2016,2016.0,Import,Pakistan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16428516.0,,30.3308401,71.247499,39.7837304,-100.445882
