yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Export,Armenia,World,19.0,"Preparations of cereals, flour, starch or milk; bakers' wares",132716.0,,40.7696272,44.6736646,-36.8535712,174.7456809
2005,2005.0,Export,Armenia,Georgia,19.0,"Preparations of cereals, flour, starch or milk; bakers' wares",131262.0,,40.7696272,44.6736646,32.3293809,-83.1137366
2005,2005.0,Export,Armenia,United Arab Emirates,19.0,"Preparations of cereals, flour, starch or milk; bakers' wares",289.0,,40.7696272,44.6736646,24.0002488,53.9994829
2005,2005.0,Export,Armenia,USA,19.0,"Preparations of cereals, flour, starch or milk; bakers' wares",1165.0,,40.7696272,44.6736646,39.7837304,-100.445882
