yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Re-Export,Lebanon,World,35.0,Albuminoidal substances; modified starches; glues; enzymes,12191.0,,33.8750629,35.843409,-36.8535712,174.7456809
2020,2020.0,Re-Export,Lebanon,Bahrain,35.0,Albuminoidal substances; modified starches; glues; enzymes,33.0,,33.8750629,35.843409,26.1551249,50.5344606
2020,2020.0,Re-Export,Lebanon,Syria,35.0,Albuminoidal substances; modified starches; glues; enzymes,12000.0,,33.8750629,35.843409,34.6401861,39.0494106
2020,2020.0,Re-Export,Lebanon,United Arab Emirates,35.0,Albuminoidal substances; modified starches; glues; enzymes,16.0,,33.8750629,35.843409,24.0002488,53.9994829
2020,2020.0,Re-Export,Lebanon,United Kingdom,35.0,Albuminoidal substances; modified starches; glues; enzymes,142.0,,33.8750629,35.843409,54.7023545,-3.2765753
