yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",186231356.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2019,2019.0,Import,Mauritania,Albania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21925.0,,20.2540382,-9.2399263,41.000028,19.9999619
2019,2019.0,Import,Mauritania,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",873784.0,,20.2540382,-9.2399263,28.0000272,2.9999825
2019,2019.0,Import,Mauritania,Andorra,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",516238.0,,20.2540382,-9.2399263,42.5407167,1.5732033
2019,2019.0,Import,Mauritania,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1498641.0,,20.2540382,-9.2399263,-24.7761086,134.755
2019,2019.0,Import,Mauritania,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6127226.0,,20.2540382,-9.2399263,50.6402809,4.6667145
2019,2019.0,Import,Mauritania,Bosnia Herzegovina,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43628.0,,20.2540382,-9.2399263,44.3053476,17.5961467
2019,2019.0,Import,Mauritania,Brazil,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",346396.0,,20.2540382,-9.2399263,-10.3333333,-53.2
2019,2019.0,Import,Mauritania,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49420.0,,20.2540382,-9.2399263,42.6073975,25.4856617
2019,2019.0,Import,Mauritania,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11574199.0,,20.2540382,-9.2399263,61.0666922,-107.991707
2019,2019.0,Import,Mauritania,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29702945.0,,20.2540382,-9.2399263,35.000074,104.999927
