yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Import,Mauritania,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",186231356.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2019,2019.0,Import,Mauritania,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10014.0,,20.2540382,-9.2399263,4.099917,-72.9088133
2019,2019.0,Import,Mauritania,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",362.0,,20.2540382,-9.2399263,49.7439047,15.3381061
2019,2019.0,Import,Mauritania,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24710.0,,20.2540382,-9.2399263,63.2467777,25.9209164
2019,2019.0,Import,Mauritania,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15557981.0,,20.2540382,-9.2399263,46.603354,1.8883335
2019,2019.0,Import,Mauritania,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",383.0,,20.2540382,-9.2399263,-0.8999695,11.6899699
2019,2019.0,Import,Mauritania,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10539482.0,,20.2540382,-9.2399263,51.1638175,10.4478313
2019,2019.0,Import,Mauritania,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18021.0,,20.2540382,-9.2399263,22.350627,114.1849161
2019,2019.0,Import,Mauritania,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",61004.0,,20.2540382,-9.2399263,47.1817585,19.5060937
2019,2019.0,Import,Mauritania,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23502.0,,20.2540382,-9.2399263,-2.4833826,117.8902853
2019,2019.0,Import,Mauritania,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",58300.0,,20.2540382,-9.2399263,52.865196,-7.9794599
2019,2019.0,Import,Mauritania,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",443078.0,,20.2540382,-9.2399263,42.6384261,12.674297
2019,2019.0,Import,Mauritania,Côte d'Ivoire,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1045.0,,20.2540382,-9.2399263,7.9897371,-5.5679458
2019,2019.0,Import,Mauritania,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51613198.0,,20.2540382,-9.2399263,36.5748441,139.2394179
2019,2019.0,Import,Mauritania,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39804.0,,20.2540382,-9.2399263,1.4419683,38.4313975
2019,2019.0,Import,Mauritania,Dem. People's Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62067.0,,20.2540382,-9.2399263,,
2019,2019.0,Import,Mauritania,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2245928.0,,20.2540382,-9.2399263,,
2019,2019.0,Import,Mauritania,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77518.0,,20.2540382,-9.2399263,5.7499721,-9.3658524
2019,2019.0,Import,Mauritania,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18919.0,,20.2540382,-9.2399263,55.3500003,23.7499997
2019,2019.0,Import,Mauritania,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54.0,,20.2540382,-9.2399263,4.5693754,102.2656823
2019,2019.0,Import,Mauritania,Mali,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19715.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2019,2019.0,Import,Mauritania,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35600.0,,20.2540382,-9.2399263,-20.2759451,57.5703566
2019,2019.0,Import,Mauritania,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7114.0,,20.2540382,-9.2399263,23.6585116,-102.0077097
2019,2019.0,Import,Mauritania,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81080.0,,20.2540382,-9.2399263,,
2019,2019.0,Import,Mauritania,Montenegro,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4385.0,,20.2540382,-9.2399263,42.9868853,19.5180992
2019,2019.0,Import,Mauritania,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1039473.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2019,2019.0,Import,Mauritania,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",691359.0,,20.2540382,-9.2399263,52.2434979,5.6343227
2019,2019.0,Import,Mauritania,New Caledonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6178.0,,20.2540382,-9.2399263,-21.3019905,165.4880773
2019,2019.0,Import,Mauritania,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6744.0,,20.2540382,-9.2399263,9.6000359,7.9999721
2019,2019.0,Import,Mauritania,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12356.0,,20.2540382,-9.2399263,60.5000209,9.0999715
2019,2019.0,Import,Mauritania,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2853.0,,20.2540382,-9.2399263,8.559559,-81.1308434
2019,2019.0,Import,Mauritania,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",132437.0,,20.2540382,-9.2399263,52.215933,19.134422
2019,2019.0,Import,Mauritania,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2319684.0,,20.2540382,-9.2399263,39.6621648,-8.1353519
2019,2019.0,Import,Mauritania,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6409.0,,20.2540382,-9.2399263,25.3336984,51.2295295
2019,2019.0,Import,Mauritania,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",152925.0,,20.2540382,-9.2399263,64.6863136,97.7453061
2019,2019.0,Import,Mauritania,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42175.0,,20.2540382,-9.2399263,25.6242618,42.3528328
2019,2019.0,Import,Mauritania,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",224508.0,,20.2540382,-9.2399263,14.4750607,-14.4529612
2019,2019.0,Import,Mauritania,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12355.0,,20.2540382,-9.2399263,44.1534121,20.55144
2019,2019.0,Import,Mauritania,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3502371.0,,20.2540382,-9.2399263,22.3511148,78.6677428
2019,2019.0,Import,Mauritania,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",434737.0,,20.2540382,-9.2399263,1.357107,103.8194992
2019,2019.0,Import,Mauritania,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7682544.0,,20.2540382,-9.2399263,-28.8166236,24.991639
2019,2019.0,Import,Mauritania,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1243263.0,,20.2540382,-9.2399263,39.3260685,-4.8379791
2019,2019.0,Import,Mauritania,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37594.0,,20.2540382,-9.2399263,59.6749712,14.5208584
2019,2019.0,Import,Mauritania,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63945.0,,20.2540382,-9.2399263,46.7985624,8.2319736
2019,2019.0,Import,Mauritania,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8296475.0,,20.2540382,-9.2399263,14.8971921,100.83273
2019,2019.0,Import,Mauritania,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",893058.0,,20.2540382,-9.2399263,24.0002488,53.9994829
2019,2019.0,Import,Mauritania,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4486084.0,,20.2540382,-9.2399263,38.9597594,34.9249653
2019,2019.0,Import,Mauritania,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40324.0,,20.2540382,-9.2399263,49.4871968,31.2718321
2019,2019.0,Import,Mauritania,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",307923.0,,20.2540382,-9.2399263,54.7023545,-3.2765753
2019,2019.0,Import,Mauritania,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22895888.0,,20.2540382,-9.2399263,39.7837304,-100.445882
