yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4044530.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2018,2018.0,Export,Azerbaijan,Afghanistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19252.0,,40.3936294,47.7872508,33.7680065,66.2385139
2018,2018.0,Export,Azerbaijan,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",545.0,,40.3936294,47.7872508,-11.8775768,17.5691241
2018,2018.0,Export,Azerbaijan,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",540.0,,40.3936294,47.7872508,-24.7761086,134.755
2018,2018.0,Export,Azerbaijan,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",725.0,,40.3936294,47.7872508,50.6402809,4.6667145
2018,2018.0,Export,Azerbaijan,Bulgaria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5800.0,,40.3936294,47.7872508,42.6073975,25.4856617
2018,2018.0,Export,Azerbaijan,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50.0,,40.3936294,47.7872508,61.0666922,-107.991707
2018,2018.0,Export,Azerbaijan,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180.0,,40.3936294,47.7872508,4.099917,-72.9088133
2018,2018.0,Export,Azerbaijan,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20000.0,,40.3936294,47.7872508,45.5643442,17.0118954
2018,2018.0,Export,Azerbaijan,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66.0,,40.3936294,47.7872508,34.9823018,33.1451285
2018,2018.0,Export,Azerbaijan,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1450.0,,40.3936294,47.7872508,49.7439047,15.3381061
2018,2018.0,Export,Azerbaijan,Estonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",115.0,,40.3936294,47.7872508,58.7523778,25.3319078
2018,2018.0,Export,Azerbaijan,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5060.0,,40.3936294,47.7872508,46.603354,1.8883335
2018,2018.0,Export,Azerbaijan,Georgia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2300620.0,,40.3936294,47.7872508,32.3293809,-83.1137366
