yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Azerbaijan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4044530.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2018,2018.0,Export,Azerbaijan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",422211.0,,40.3936294,47.7872508,51.1638175,10.4478313
2018,2018.0,Export,Azerbaijan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",100.0,,40.3936294,47.7872508,38.9953683,21.9877132
2018,2018.0,Export,Azerbaijan,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",230.0,,40.3936294,47.7872508,32.6475314,54.5643516
2018,2018.0,Export,Azerbaijan,Ireland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",533.0,,40.3936294,47.7872508,52.865196,-7.9794599
2018,2018.0,Export,Azerbaijan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",414.0,,40.3936294,47.7872508,42.6384261,12.674297
2018,2018.0,Export,Azerbaijan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6723.0,,40.3936294,47.7872508,48.1012954,66.7780818
2018,2018.0,Export,Azerbaijan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1341.0,,40.3936294,47.7872508,,
2018,2018.0,Export,Azerbaijan,Kyrgyzstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40.0,,40.3936294,47.7872508,41.5089324,74.724091
2018,2018.0,Export,Azerbaijan,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75.0,,40.3936294,47.7872508,49.8158683,6.1296751
2018,2018.0,Export,Azerbaijan,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",385.0,,40.3936294,47.7872508,4.5693754,102.2656823
2018,2018.0,Export,Azerbaijan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300.0,,40.3936294,47.7872508,21.0000287,57.0036901
2018,2018.0,Export,Azerbaijan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80.0,,40.3936294,47.7872508,52.2434979,5.6343227
2018,2018.0,Export,Azerbaijan,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",250.0,,40.3936294,47.7872508,60.5000209,9.0999715
2018,2018.0,Export,Azerbaijan,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80000.0,,40.3936294,47.7872508,39.6621648,-8.1353519
2018,2018.0,Export,Azerbaijan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1060.0,,40.3936294,47.7872508,25.3336984,51.2295295
2018,2018.0,Export,Azerbaijan,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190871.0,,40.3936294,47.7872508,64.6863136,97.7453061
2018,2018.0,Export,Azerbaijan,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",250.0,,40.3936294,47.7872508,22.3511148,78.6677428
2018,2018.0,Export,Azerbaijan,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150.0,,40.3936294,47.7872508,-28.8166236,24.991639
2018,2018.0,Export,Azerbaijan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21050.0,,40.3936294,47.7872508,39.3260685,-4.8379791
2018,2018.0,Export,Azerbaijan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145.0,,40.3936294,47.7872508,46.7985624,8.2319736
2018,2018.0,Export,Azerbaijan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",688070.0,,40.3936294,47.7872508,24.0002488,53.9994829
2018,2018.0,Export,Azerbaijan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",127216.0,,40.3936294,47.7872508,38.9597594,34.9249653
2018,2018.0,Export,Azerbaijan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21389.0,,40.3936294,47.7872508,49.4871968,31.2718321
2018,2018.0,Export,Azerbaijan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",99953.0,,40.3936294,47.7872508,26.2540493,29.2675469
2018,2018.0,Export,Azerbaijan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22154.0,,40.3936294,47.7872508,54.7023545,-3.2765753
2018,2018.0,Export,Azerbaijan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2128.0,,40.3936294,47.7872508,39.7837304,-100.445882
2018,2018.0,Export,Azerbaijan,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3000.0,,40.3936294,47.7872508,41.32373,63.9528098
