yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",553677089.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2016,2016.0,Re-Export,Oman,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23355.0,,21.0000287,57.0036901,12.5433216,104.8144914
2016,2016.0,Re-Export,Oman,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51048.0,,21.0000287,57.0036901,4.6125522,13.1535811
2016,2016.0,Re-Export,Oman,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54678.0,,21.0000287,57.0036901,61.0666922,-107.991707
2016,2016.0,Re-Export,Oman,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2860.0,,21.0000287,57.0036901,7.5554942,80.7137847
2016,2016.0,Re-Export,Oman,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12080.0,,21.0000287,57.0036901,15.6134137,19.0156172
2016,2016.0,Re-Export,Oman,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63843.0,,21.0000287,57.0036901,-31.7613365,-71.3187697
2016,2016.0,Re-Export,Oman,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89215601.0,,21.0000287,57.0036901,35.000074,104.999927
2016,2016.0,Re-Export,Oman,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29237.0,,21.0000287,57.0036901,-2.9814344,23.8222636
2016,2016.0,Re-Export,Oman,Cuba,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9986.0,,21.0000287,57.0036901,23.0131338,-80.8328748
2016,2016.0,Re-Export,Oman,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47464.0,,21.0000287,57.0036901,49.7439047,15.3381061
2016,2016.0,Re-Export,Oman,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15604.0,,21.0000287,57.0036901,9.5293472,2.2584408
2016,2016.0,Re-Export,Oman,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3396.0,,21.0000287,57.0036901,55.670249,10.3333283
2016,2016.0,Re-Export,Oman,Dominica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2824.0,,21.0000287,57.0036901,19.0974031,-70.3028026
2016,2016.0,Re-Export,Oman,Dominican Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",353446.0,,21.0000287,57.0036901,,
2016,2016.0,Re-Export,Oman,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",577.0,,21.0000287,57.0036901,10.2116702,38.6521203
2016,2016.0,Re-Export,Oman,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29641.0,,21.0000287,57.0036901,63.2467777,25.9209164
2016,2016.0,Re-Export,Oman,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19079.0,,21.0000287,57.0036901,46.603354,1.8883335
2016,2016.0,Re-Export,Oman,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3141877.0,,21.0000287,57.0036901,11.8145966,42.8453061
2016,2016.0,Re-Export,Oman,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12275.0,,21.0000287,57.0036901,-0.8999695,11.6899699
2016,2016.0,Re-Export,Oman,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33289.0,,21.0000287,57.0036901,13.470062,-15.4900464
2016,2016.0,Re-Export,Oman,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",877341.0,,21.0000287,57.0036901,51.1638175,10.4478313
2016,2016.0,Re-Export,Oman,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",143862.0,,21.0000287,57.0036901,8.0300284,-1.0800271
2016,2016.0,Re-Export,Oman,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4811.0,,21.0000287,57.0036901,38.9953683,21.9877132
2016,2016.0,Re-Export,Oman,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13003.0,,21.0000287,57.0036901,10.7226226,-10.7083587
2016,2016.0,Re-Export,Oman,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9366363.0,,21.0000287,57.0036901,22.350627,114.1849161
2016,2016.0,Re-Export,Oman,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4681.0,,21.0000287,57.0036901,47.1817585,19.5060937
2016,2016.0,Re-Export,Oman,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",124.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2016,2016.0,Re-Export,Oman,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7598854.0,,21.0000287,57.0036901,32.6475314,54.5643516
2016,2016.0,Re-Export,Oman,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1842964.0,,21.0000287,57.0036901,33.0955793,44.1749775
2016,2016.0,Re-Export,Oman,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16205.0,,21.0000287,57.0036901,42.6384261,12.674297
2016,2016.0,Re-Export,Oman,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",415737.0,,21.0000287,57.0036901,18.1850507,-77.3947693
2016,2016.0,Re-Export,Oman,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32717.0,,21.0000287,57.0036901,36.5748441,139.2394179
2016,2016.0,Re-Export,Oman,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1628265.0,,21.0000287,57.0036901,31.1667049,36.941628
2016,2016.0,Re-Export,Oman,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",221526.0,,21.0000287,57.0036901,1.4419683,38.4313975
2016,2016.0,Re-Export,Oman,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77477.0,,21.0000287,57.0036901,,
2016,2016.0,Re-Export,Oman,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177214.0,,21.0000287,57.0036901,29.2733964,47.4979476
2016,2016.0,Re-Export,Oman,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176957.0,,21.0000287,57.0036901,33.8750629,35.843409
2016,2016.0,Re-Export,Oman,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9162.0,,21.0000287,57.0036901,5.7499721,-9.3658524
2016,2016.0,Re-Export,Oman,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",836824.0,,21.0000287,57.0036901,26.8234472,18.1236723
2016,2016.0,Re-Export,Oman,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9560.0,,21.0000287,57.0036901,49.8158683,6.1296751
2016,2016.0,Re-Export,Oman,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45721.0,,21.0000287,57.0036901,-18.9249604,46.4416422
2016,2016.0,Re-Export,Oman,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1425679.0,,21.0000287,57.0036901,4.5693754,102.2656823
2016,2016.0,Re-Export,Oman,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",149336.0,,21.0000287,57.0036901,20.2540382,-9.2399263
2016,2016.0,Re-Export,Oman,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48983.0,,21.0000287,57.0036901,-20.2759451,57.5703566
2016,2016.0,Re-Export,Oman,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",55916.0,,21.0000287,57.0036901,23.6585116,-102.0077097
2016,2016.0,Re-Export,Oman,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66267.0,,21.0000287,57.0036901,31.1728205,-7.3362482
2016,2016.0,Re-Export,Oman,Mozambique,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11547.0,,21.0000287,57.0036901,-19.302233,34.9144977
2016,2016.0,Re-Export,Oman,Nepal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15222.0,,21.0000287,57.0036901,28.1083929,84.0917139
2016,2016.0,Re-Export,Oman,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",410884.0,,21.0000287,57.0036901,52.2434979,5.6343227
2016,2016.0,Re-Export,Oman,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18736.0,,21.0000287,57.0036901,-41.5000831,172.8344077
2016,2016.0,Re-Export,Oman,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8078.0,,21.0000287,57.0036901,17.7356214,9.3238432
2016,2016.0,Re-Export,Oman,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32257.0,,21.0000287,57.0036901,9.6000359,7.9999721
2016,2016.0,Re-Export,Oman,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",335.0,,21.0000287,57.0036901,60.5000209,9.0999715
2016,2016.0,Re-Export,Oman,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144418.0,,21.0000287,57.0036901,30.3308401,71.247499
2016,2016.0,Re-Export,Oman,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",262889.0,,21.0000287,57.0036901,8.559559,-81.1308434
2016,2016.0,Re-Export,Oman,Peru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3511.0,,21.0000287,57.0036901,-6.8699697,-75.0458515
2016,2016.0,Re-Export,Oman,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49622.0,,21.0000287,57.0036901,12.7503486,122.7312101
2016,2016.0,Re-Export,Oman,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5201.0,,21.0000287,57.0036901,39.6621648,-8.1353519
2016,2016.0,Re-Export,Oman,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2202972.0,,21.0000287,57.0036901,25.3336984,51.2295295
2016,2016.0,Re-Export,Oman,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3602.0,,21.0000287,57.0036901,45.9852129,24.6859225
2016,2016.0,Re-Export,Oman,Rwanda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7947.0,,21.0000287,57.0036901,-1.9646631,30.0644358
2016,2016.0,Re-Export,Oman,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69561887.0,,21.0000287,57.0036901,25.6242618,42.3528328
2016,2016.0,Re-Export,Oman,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83105.0,,21.0000287,57.0036901,14.4750607,-14.4529612
2016,2016.0,Re-Export,Oman,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59063.0,,21.0000287,57.0036901,8.6400349,-11.8400269
2016,2016.0,Re-Export,Oman,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",579318.0,,21.0000287,57.0036901,22.3511148,78.6677428
2016,2016.0,Re-Export,Oman,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6573409.0,,21.0000287,57.0036901,1.357107,103.8194992
2016,2016.0,Re-Export,Oman,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",358400.0,,21.0000287,57.0036901,15.9266657,107.9650855
2016,2016.0,Re-Export,Oman,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1709817.0,,21.0000287,57.0036901,8.3676771,49.083416
2016,2016.0,Re-Export,Oman,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21326.0,,21.0000287,57.0036901,-28.8166236,24.991639
2016,2016.0,Re-Export,Oman,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",88957.0,,21.0000287,57.0036901,39.3260685,-4.8379791
2016,2016.0,Re-Export,Oman,South Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22834.0,,21.0000287,57.0036901,7.8699431,29.6667897
2016,2016.0,Re-Export,Oman,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2169250.0,,21.0000287,57.0036901,14.5844444,29.4917691
2016,2016.0,Re-Export,Oman,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24707.0,,21.0000287,57.0036901,59.6749712,14.5208584
2016,2016.0,Re-Export,Oman,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8270.0,,21.0000287,57.0036901,46.7985624,8.2319736
2016,2016.0,Re-Export,Oman,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",145152.0,,21.0000287,57.0036901,34.6401861,39.0494106
2016,2016.0,Re-Export,Oman,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",269648.0,,21.0000287,57.0036901,14.8971921,100.83273
2016,2016.0,Re-Export,Oman,Trinidad and Tobago,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6241.0,,21.0000287,57.0036901,10.7466905,-61.0840075
2016,2016.0,Re-Export,Oman,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",250092695.0,,21.0000287,57.0036901,24.0002488,53.9994829
2016,2016.0,Re-Export,Oman,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1167851.0,,21.0000287,57.0036901,33.8439408,9.400138
2016,2016.0,Re-Export,Oman,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",642774.0,,21.0000287,57.0036901,38.9597594,34.9249653
2016,2016.0,Re-Export,Oman,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14499.0,,21.0000287,57.0036901,39.3763807,59.3924609
2016,2016.0,Re-Export,Oman,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67620.0,,21.0000287,57.0036901,1.5333554,32.2166578
2016,2016.0,Re-Export,Oman,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6501.0,,21.0000287,57.0036901,49.4871968,31.2718321
2016,2016.0,Re-Export,Oman,North Macedonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10403.0,,21.0000287,57.0036901,41.6171214,21.7168387
2016,2016.0,Re-Export,Oman,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6285749.0,,21.0000287,57.0036901,26.2540493,29.2675469
2016,2016.0,Re-Export,Oman,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95378.0,,21.0000287,57.0036901,,
2016,2016.0,Re-Export,Oman,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2054618.0,,21.0000287,57.0036901,39.7837304,-100.445882
2016,2016.0,Re-Export,Oman,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",211911.0,,21.0000287,57.0036901,8.0018709,-66.1109318
2016,2016.0,Re-Export,Oman,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78235948.0,,21.0000287,57.0036901,,
