yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Georgia,World,81.0,Other base metals; cermets; articles thereof,454919.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2006,2006.0,Export,Georgia,Germany,81.0,Other base metals; cermets; articles thereof,37700.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2006,2006.0,Export,Georgia,Spain,81.0,Other base metals; cermets; articles thereof,181910.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2006,2006.0,Export,Georgia,Switzerland,81.0,Other base metals; cermets; articles thereof,122987.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2006,2006.0,Export,Georgia,Turkey,81.0,Other base metals; cermets; articles thereof,14322.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2006,2006.0,Export,Georgia,USA,81.0,Other base metals; cermets; articles thereof,98000.0,,32.3293809,-83.1137366,39.7837304,-100.445882
