yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Israel,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",70000.0,,30.8124247,34.8594762,-36.8535712,174.7456809
2015,2015.0,Export,Israel,Angola,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,-11.8775768,17.5691241
2015,2015.0,Export,Israel,Australia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",7000.0,,30.8124247,34.8594762,-24.7761086,134.755
2015,2015.0,Export,Israel,Jordan,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,31.1667049,36.941628
2015,2015.0,Export,Israel,South Africa,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",30000.0,,30.8124247,34.8594762,-28.8166236,24.991639
2015,2015.0,Export,Israel,United Kingdom,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",14000.0,,30.8124247,34.8594762,54.7023545,-3.2765753
2015,2015.0,Export,Israel,USA,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",16000.0,,30.8124247,34.8594762,39.7837304,-100.445882
2015,2015.0,Export,Israel,"Areas, nes",46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1000.0,,30.8124247,34.8594762,,
