yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Export,Lebanon,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16282510.0,,33.8750629,35.843409,-36.8535712,174.7456809
2017,2017.0,Export,Lebanon,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4598.0,,33.8750629,35.843409,28.0000272,2.9999825
2017,2017.0,Export,Lebanon,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177063.0,,33.8750629,35.843409,-11.8775768,17.5691241
2017,2017.0,Export,Lebanon,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45923.0,,33.8750629,35.843409,-24.7761086,134.755
2017,2017.0,Export,Lebanon,Austria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3316.0,,33.8750629,35.843409,47.59397,14.12456
2017,2017.0,Export,Lebanon,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3184.0,,33.8750629,35.843409,26.1551249,50.5344606
2017,2017.0,Export,Lebanon,Armenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36466.0,,33.8750629,35.843409,40.7696272,44.6736646
2017,2017.0,Export,Lebanon,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",163970.0,,33.8750629,35.843409,50.6402809,4.6667145
2017,2017.0,Export,Lebanon,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1128.0,,33.8750629,35.843409,17.1750495,95.9999652
2017,2017.0,Export,Lebanon,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",104954.0,,33.8750629,35.843409,4.6125522,13.1535811
2017,2017.0,Export,Lebanon,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29500.0,,33.8750629,35.843409,61.0666922,-107.991707
2017,2017.0,Export,Lebanon,Central African Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",182223.0,,33.8750629,35.843409,,
2017,2017.0,Export,Lebanon,Colombia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43764.0,,33.8750629,35.843409,4.099917,-72.9088133
2017,2017.0,Export,Lebanon,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2473410.0,,33.8750629,35.843409,-2.9814344,23.8222636
2017,2017.0,Export,Lebanon,Croatia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",175.0,,33.8750629,35.843409,45.5643442,17.0118954
2017,2017.0,Export,Lebanon,Cyprus,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",121853.0,,33.8750629,35.843409,34.9823018,33.1451285
2017,2017.0,Export,Lebanon,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4755.0,,33.8750629,35.843409,9.5293472,2.2584408
2017,2017.0,Export,Lebanon,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20360.0,,33.8750629,35.843409,55.670249,10.3333283
2017,2017.0,Export,Lebanon,Equatorial Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76364.0,,33.8750629,35.843409,1.613172,10.5170357
