yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Re-Export,Georgia,World,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,11914.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2009,2009.0,Re-Export,Georgia,Armenia,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,867.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2009,2009.0,Re-Export,Georgia,Germany,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,18.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2009,2009.0,Re-Export,Georgia,Turkey,58.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,11028.0,,32.3293809,-83.1137366,38.9597594,34.9249653
