yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Import,Jordan,World,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",119160.0,,31.1667049,36.941628,-36.8535712,174.7456809
2018,2018.0,Import,Jordan,Myanmar,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1383.0,,31.1667049,36.941628,17.1750495,95.9999652
2018,2018.0,Import,Jordan,China,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",84732.0,,31.1667049,36.941628,35.000074,104.999927
2018,2018.0,Import,Jordan,Iran,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2573.0,,31.1667049,36.941628,32.6475314,54.5643516
2018,2018.0,Import,Jordan,Saudi Arabia,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",7321.0,,31.1667049,36.941628,25.6242618,42.3528328
2018,2018.0,Import,Jordan,Viet Nam,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",20840.0,,31.1667049,36.941628,15.9266657,107.9650855
2018,2018.0,Import,Jordan,United Kingdom,46.0,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",2309.0,,31.1667049,36.941628,54.7023545,-3.2765753
