yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Jordan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26446395.0,,31.1667049,36.941628,-36.8535712,174.7456809
2017,2017.0,Import,Jordan,Argentina,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1253.0,,31.1667049,36.941628,-34.9964963,-64.9672817
2017,2017.0,Import,Jordan,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4398.0,,31.1667049,36.941628,-24.7761086,134.755
2017,2017.0,Import,Jordan,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",98987.0,,31.1667049,36.941628,47.59397,14.12456
2017,2017.0,Import,Jordan,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",56218.0,,31.1667049,36.941628,50.6402809,4.6667145
2017,2017.0,Import,Jordan,Brazil,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13756.0,,31.1667049,36.941628,-10.3333333,-53.2
2017,2017.0,Import,Jordan,Bulgaria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1408.0,,31.1667049,36.941628,42.6073975,25.4856617
2017,2017.0,Import,Jordan,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",28590.0,,31.1667049,36.941628,61.0666922,-107.991707
2017,2017.0,Import,Jordan,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10832141.0,,31.1667049,36.941628,35.000074,104.999927
2017,2017.0,Import,Jordan,Croatia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",742.0,,31.1667049,36.941628,45.5643442,17.0118954
2017,2017.0,Import,Jordan,Cyprus,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",183.0,,31.1667049,36.941628,34.9823018,33.1451285
