yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Lebanon,World,81.0,Other base metals; cermets; articles thereof,6554.0,,33.8750629,35.843409,-36.8535712,174.7456809
2006,2006.0,Export,Lebanon,Netherlands,81.0,Other base metals; cermets; articles thereof,6540.0,,33.8750629,35.843409,52.2434979,5.6343227
2006,2006.0,Export,Lebanon,United Arab Emirates,81.0,Other base metals; cermets; articles thereof,14.0,,33.8750629,35.843409,24.0002488,53.9994829
