,rtTitle,ptTitle,rgDesc,TradeValue
0,Armenia,Afghanistan,Export,17500.0
1,Armenia,Afghanistan,Import,4930.0
2,Armenia,Algeria,Import,421.0
3,Armenia,Azerbaijan,Export,3569703.0
4,Armenia,Azerbaijan,Import,4346743.0
5,Armenia,Bahrain,Export,90040.0
6,Armenia,Bahrain,Import,76248.0
7,Armenia,Comoros,Import,3426.0
8,Armenia,Cyprus,Export,16843.0
9,Armenia,Cyprus,Import,691958.0
10,Armenia,Georgia,Export,64793285.0
11,Armenia,Georgia,Import,68975875.0
12,Armenia,Georgia,Re-Export,7829554.0
13,Armenia,Iraq,Export,150626012.0
14,Armenia,Iraq,Import,4963702.0
15,Armenia,Iraq,Re-Export,1606851.0
16,Armenia,Israel,Export,7632019.0
17,Armenia,Israel,Import,10517400.0
18,Armenia,Israel,Re-Export,5883413.0
19,Armenia,Jordan,Export,19643.0
20,Armenia,Jordan,Import,167266.0
21,Armenia,Kuwait,Export,350712.0
22,Armenia,Kuwait,Import,126629.0
23,Armenia,Kuwait,Re-Export,29580.0
24,Armenia,Lebanon,Export,196741.0
25,Armenia,Lebanon,Import,1338663.0
26,Armenia,Libya,Export,1040478.0
27,Armenia,Libya,Re-Export,1026886.0
28,Armenia,Malta,Export,179553.0
29,Armenia,Malta,Import,66898.0
30,Armenia,Mauritania,Export,216000.0
31,Armenia,Mauritania,Import,555.0
32,Armenia,Morocco,Export,9400.0
33,Armenia,Morocco,Import,2662636.0
34,Armenia,Oman,Export,198370.0
35,Armenia,Oman,Import,105719.0
36,Armenia,Pakistan,Export,131998.0
37,Armenia,Pakistan,Import,4226759.0
38,Armenia,Qatar,Export,918166.0
39,Armenia,Qatar,Import,1120903.0
40,Armenia,Saudi Arabia,Export,1675555.0
41,Armenia,Saudi Arabia,Import,2908115.0
42,Armenia,Saudi Arabia,Re-Export,7100.0
43,Armenia,State of Palestine,Import,97426.0
44,Armenia,Syria,Export,55912295.0
45,Armenia,Syria,Import,640866.0
46,Armenia,Syria,Re-Export,17747.0
47,Armenia,Turkey,Export,2517304.0
48,Armenia,Turkey,Import,230209482.0
49,Armenia,Turkey,Re-Export,984140.0
50,Armenia,United Arab Emirates,Export,73360888.0
51,Armenia,United Arab Emirates,Import,107454683.0
52,Armenia,United Arab Emirates,Re-Export,31550136.0
53,Armenia,World,Export,2377713311.0
54,Armenia,World,Import,4699915680.0
55,Armenia,World,Re-Export,208050732.0
56,Armenia,World,Re-Import,6347186.0
57,Armenia,Yemen,Export,54409.0
58,Armenia,Yemen,Import,566.0
