yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Re-Export,Pakistan,World,64.0,Footwear; gaiters and the like; parts of such articles,330.0,,30.3308401,71.247499,-36.8535712,174.7456809
2015,2015.0,Re-Export,Pakistan,Iraq,64.0,Footwear; gaiters and the like; parts of such articles,246.0,,30.3308401,71.247499,33.0955793,44.1749775
2015,2015.0,Re-Export,Pakistan,Netherlands,64.0,Footwear; gaiters and the like; parts of such articles,84.0,,30.3308401,71.247499,52.2434979,5.6343227
