yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2018,2018.0,Export,Afghanistan,World,64.0,Footwear; gaiters and the like; parts of such articles,135173.0,,33.7680065,66.2385139,-36.8535712,174.7456809
2018,2018.0,Export,Afghanistan,Kyrgyzstan,64.0,Footwear; gaiters and the like; parts of such articles,7571.0,,33.7680065,66.2385139,41.5089324,74.724091
2018,2018.0,Export,Afghanistan,Tajikistan,64.0,Footwear; gaiters and the like; parts of such articles,124952.0,,33.7680065,66.2385139,38.6281733,70.8156541
2018,2018.0,Export,Afghanistan,United Arab Emirates,64.0,Footwear; gaiters and the like; parts of such articles,2000.0,,33.7680065,66.2385139,24.0002488,53.9994829
2018,2018.0,Export,Afghanistan,Turkey,64.0,Footwear; gaiters and the like; parts of such articles,649.0,,33.7680065,66.2385139,38.9597594,34.9249653
