yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Pakistan,World,64.0,Footwear; gaiters and the like; parts of such articles,1287.0,,30.3308401,71.247499,-36.8535712,174.7456809
2016,2016.0,Re-Export,Pakistan,Sweden,64.0,Footwear; gaiters and the like; parts of such articles,605.0,,30.3308401,71.247499,59.6749712,14.5208584
2016,2016.0,Re-Export,Pakistan,United Arab Emirates,64.0,Footwear; gaiters and the like; parts of such articles,663.0,,30.3308401,71.247499,24.0002488,53.9994829
2016,2016.0,Re-Export,Pakistan,USA,64.0,Footwear; gaiters and the like; parts of such articles,19.0,,30.3308401,71.247499,39.7837304,-100.445882
