yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2004,2004.0,Re-Export,Bahrain,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,504829.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2004,2004.0,Re-Export,Bahrain,Czechia,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,2758.0,,26.1551249,50.5344606,49.7439047,15.3381061
2004,2004.0,Re-Export,Bahrain,Germany,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,46324.0,,26.1551249,50.5344606,51.1638175,10.4478313
2004,2004.0,Re-Export,Bahrain,Jordan,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,32.0,,26.1551249,50.5344606,31.1667049,36.941628
2004,2004.0,Re-Export,Bahrain,Kuwait,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,440930.0,,26.1551249,50.5344606,29.2733964,47.4979476
2004,2004.0,Re-Export,Bahrain,Qatar,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,1128.0,,26.1551249,50.5344606,25.3336984,51.2295295
2004,2004.0,Re-Export,Bahrain,Saudi Arabia,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,1981.0,,26.1551249,50.5344606,25.6242618,42.3528328
2004,2004.0,Re-Export,Bahrain,United Arab Emirates,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,11676.0,,26.1551249,50.5344606,24.0002488,53.9994829
