yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2008,2008.0,Export,Malta,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2426006.0,,35.8885993,14.4476911,-36.8535712,174.7456809
2008,2008.0,Export,Malta,Albania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3565.0,,35.8885993,14.4476911,41.000028,19.9999619
2008,2008.0,Export,Malta,Australia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49.0,,35.8885993,14.4476911,-24.7761086,134.755
2008,2008.0,Export,Malta,Austria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9919.0,,35.8885993,14.4476911,47.59397,14.12456
2008,2008.0,Export,Malta,Belgium,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1318.0,,35.8885993,14.4476911,50.6402809,4.6667145
2008,2008.0,Export,Malta,Canada,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1177.0,,35.8885993,14.4476911,61.0666922,-107.991707
2008,2008.0,Export,Malta,China,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22.0,,35.8885993,14.4476911,35.000074,104.999927
2008,2008.0,Export,Malta,Denmark,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1023.0,,35.8885993,14.4476911,55.670249,10.3333283
2008,2008.0,Export,Malta,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",81.0,,35.8885993,14.4476911,46.603354,1.8883335
2008,2008.0,Export,Malta,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1638227.0,,35.8885993,14.4476911,51.1638175,10.4478313
2008,2008.0,Export,Malta,Guatemala,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",102.0,,35.8885993,14.4476911,15.5855545,-90.345759
2008,2008.0,Export,Malta,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",736.0,,35.8885993,14.4476911,64.9841821,-18.1059013
2008,2008.0,Export,Malta,Israel,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1979.0,,35.8885993,14.4476911,30.8124247,34.8594762
2008,2008.0,Export,Malta,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",142690.0,,35.8885993,14.4476911,42.6384261,12.674297
2008,2008.0,Export,Malta,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7085.0,,35.8885993,14.4476911,36.5748441,139.2394179
2008,2008.0,Export,Malta,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",234972.0,,35.8885993,14.4476911,26.8234472,18.1236723
2008,2008.0,Export,Malta,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",845.0,,35.8885993,14.4476911,52.2434979,5.6343227
2008,2008.0,Export,Malta,"Other Europe, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3084.0,,35.8885993,14.4476911,,
2008,2008.0,Export,Malta,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",183695.0,,35.8885993,14.4476911,12.7503486,122.7312101
2008,2008.0,Export,Malta,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6033.0,,35.8885993,14.4476911,52.215933,19.134422
2008,2008.0,Export,Malta,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5500.0,,35.8885993,14.4476911,25.3336984,51.2295295
2008,2008.0,Export,Malta,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",43.0,,35.8885993,14.4476911,22.3511148,78.6677428
2008,2008.0,Export,Malta,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1817.0,,35.8885993,14.4476911,59.6749712,14.5208584
2008,2008.0,Export,Malta,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6000.0,,35.8885993,14.4476911,46.7985624,8.2319736
2008,2008.0,Export,Malta,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",499.0,,35.8885993,14.4476911,14.8971921,100.83273
2008,2008.0,Export,Malta,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4917.0,,35.8885993,14.4476911,24.0002488,53.9994829
2008,2008.0,Export,Malta,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2469.0,,35.8885993,14.4476911,33.8439408,9.400138
2008,2008.0,Export,Malta,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",161731.0,,35.8885993,14.4476911,54.7023545,-3.2765753
2008,2008.0,Export,Malta,Bunkers,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3715.0,,35.8885993,14.4476911,42.18544695,-71.13717580263157
2008,2008.0,Export,Malta,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2715.0,,35.8885993,14.4476911,39.7837304,-100.445882
