yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Export,Oman,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",563269985.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2016,2016.0,Export,Oman,Algeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47482.0,,21.0000287,57.0036901,28.0000272,2.9999825
2016,2016.0,Export,Oman,Andorra,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5960699.0,,21.0000287,57.0036901,42.5407167,1.5732033
2016,2016.0,Export,Oman,Angola,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27308.0,,21.0000287,57.0036901,-11.8775768,17.5691241
2016,2016.0,Export,Oman,Azerbaijan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77232.0,,21.0000287,57.0036901,40.3936294,47.7872508
2016,2016.0,Export,Oman,Australia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",119071.0,,21.0000287,57.0036901,-24.7761086,134.755
2016,2016.0,Export,Oman,Bahrain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",493573.0,,21.0000287,57.0036901,26.1551249,50.5344606
2016,2016.0,Export,Oman,Bangladesh,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92665.0,,21.0000287,57.0036901,24.4769288,90.2934413
2016,2016.0,Export,Oman,Belgium,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5420878.0,,21.0000287,57.0036901,50.6402809,4.6667145
2016,2016.0,Export,Oman,Bolivia (Plurinational State of),87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",123222.0,,21.0000287,57.0036901,-17.0568696,-64.9912286
2016,2016.0,Export,Oman,Myanmar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7544.0,,21.0000287,57.0036901,17.1750495,95.9999652
2016,2016.0,Export,Oman,Cambodia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23355.0,,21.0000287,57.0036901,12.5433216,104.8144914
2016,2016.0,Export,Oman,Cameroon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51048.0,,21.0000287,57.0036901,4.6125522,13.1535811
2016,2016.0,Export,Oman,Canada,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54678.0,,21.0000287,57.0036901,61.0666922,-107.991707
2016,2016.0,Export,Oman,Sri Lanka,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2860.0,,21.0000287,57.0036901,7.5554942,80.7137847
2016,2016.0,Export,Oman,Chad,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12080.0,,21.0000287,57.0036901,15.6134137,19.0156172
2016,2016.0,Export,Oman,Chile,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63843.0,,21.0000287,57.0036901,-31.7613365,-71.3187697
2016,2016.0,Export,Oman,China,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",89215601.0,,21.0000287,57.0036901,35.000074,104.999927
2016,2016.0,Export,Oman,Congo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29237.0,,21.0000287,57.0036901,-2.9814344,23.8222636
2016,2016.0,Export,Oman,Cuba,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9986.0,,21.0000287,57.0036901,23.0131338,-80.8328748
2016,2016.0,Export,Oman,Czechia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1610876.0,,21.0000287,57.0036901,49.7439047,15.3381061
2016,2016.0,Export,Oman,Benin,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15604.0,,21.0000287,57.0036901,9.5293472,2.2584408
2016,2016.0,Export,Oman,Denmark,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3396.0,,21.0000287,57.0036901,55.670249,10.3333283
2016,2016.0,Export,Oman,Dominica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2824.0,,21.0000287,57.0036901,19.0974031,-70.3028026
2016,2016.0,Export,Oman,Dominican Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",353446.0,,21.0000287,57.0036901,,
2016,2016.0,Export,Oman,Ethiopia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",577.0,,21.0000287,57.0036901,10.2116702,38.6521203
2016,2016.0,Export,Oman,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29641.0,,21.0000287,57.0036901,63.2467777,25.9209164
2016,2016.0,Export,Oman,France,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",370730.0,,21.0000287,57.0036901,46.603354,1.8883335
2016,2016.0,Export,Oman,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3141877.0,,21.0000287,57.0036901,11.8145966,42.8453061
2016,2016.0,Export,Oman,Gabon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12275.0,,21.0000287,57.0036901,-0.8999695,11.6899699
2016,2016.0,Export,Oman,Gambia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33289.0,,21.0000287,57.0036901,13.470062,-15.4900464
2016,2016.0,Export,Oman,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2026179.0,,21.0000287,57.0036901,51.1638175,10.4478313
2016,2016.0,Export,Oman,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",143862.0,,21.0000287,57.0036901,8.0300284,-1.0800271
2016,2016.0,Export,Oman,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4811.0,,21.0000287,57.0036901,38.9953683,21.9877132
2016,2016.0,Export,Oman,Guinea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13003.0,,21.0000287,57.0036901,10.7226226,-10.7083587
2016,2016.0,Export,Oman,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9366363.0,,21.0000287,57.0036901,22.350627,114.1849161
2016,2016.0,Export,Oman,Hungary,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4681.0,,21.0000287,57.0036901,47.1817585,19.5060937
2016,2016.0,Export,Oman,Indonesia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",124.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2016,2016.0,Export,Oman,Iran,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7598854.0,,21.0000287,57.0036901,32.6475314,54.5643516
2016,2016.0,Export,Oman,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1842964.0,,21.0000287,57.0036901,33.0955793,44.1749775
2016,2016.0,Export,Oman,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16205.0,,21.0000287,57.0036901,42.6384261,12.674297
2016,2016.0,Export,Oman,Jamaica,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",415737.0,,21.0000287,57.0036901,18.1850507,-77.3947693
2016,2016.0,Export,Oman,Japan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32717.0,,21.0000287,57.0036901,36.5748441,139.2394179
2016,2016.0,Export,Oman,Jordan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1628265.0,,21.0000287,57.0036901,31.1667049,36.941628
2016,2016.0,Export,Oman,Kenya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",221526.0,,21.0000287,57.0036901,1.4419683,38.4313975
2016,2016.0,Export,Oman,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",77477.0,,21.0000287,57.0036901,,
2016,2016.0,Export,Oman,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",653466.0,,21.0000287,57.0036901,29.2733964,47.4979476
2016,2016.0,Export,Oman,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176957.0,,21.0000287,57.0036901,33.8750629,35.843409
2016,2016.0,Export,Oman,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9162.0,,21.0000287,57.0036901,5.7499721,-9.3658524
2016,2016.0,Export,Oman,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",836824.0,,21.0000287,57.0036901,26.8234472,18.1236723
2016,2016.0,Export,Oman,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9560.0,,21.0000287,57.0036901,49.8158683,6.1296751
2016,2016.0,Export,Oman,Madagascar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45721.0,,21.0000287,57.0036901,-18.9249604,46.4416422
2016,2016.0,Export,Oman,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1425679.0,,21.0000287,57.0036901,4.5693754,102.2656823
2016,2016.0,Export,Oman,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",149336.0,,21.0000287,57.0036901,20.2540382,-9.2399263
2016,2016.0,Export,Oman,Mauritius,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48983.0,,21.0000287,57.0036901,-20.2759451,57.5703566
2016,2016.0,Export,Oman,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1749120.0,,21.0000287,57.0036901,23.6585116,-102.0077097
2016,2016.0,Export,Oman,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66267.0,,21.0000287,57.0036901,31.1728205,-7.3362482
2016,2016.0,Export,Oman,Mozambique,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11547.0,,21.0000287,57.0036901,-19.302233,34.9144977
2016,2016.0,Export,Oman,Nepal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15222.0,,21.0000287,57.0036901,28.1083929,84.0917139
2016,2016.0,Export,Oman,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",410884.0,,21.0000287,57.0036901,52.2434979,5.6343227
2016,2016.0,Export,Oman,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18736.0,,21.0000287,57.0036901,-41.5000831,172.8344077
2016,2016.0,Export,Oman,Niger,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8078.0,,21.0000287,57.0036901,17.7356214,9.3238432
2016,2016.0,Export,Oman,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32257.0,,21.0000287,57.0036901,9.6000359,7.9999721
2016,2016.0,Export,Oman,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",335.0,,21.0000287,57.0036901,60.5000209,9.0999715
2016,2016.0,Export,Oman,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144418.0,,21.0000287,57.0036901,30.3308401,71.247499
2016,2016.0,Export,Oman,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",262889.0,,21.0000287,57.0036901,8.559559,-81.1308434
2016,2016.0,Export,Oman,Peru,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3511.0,,21.0000287,57.0036901,-6.8699697,-75.0458515
2016,2016.0,Export,Oman,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49622.0,,21.0000287,57.0036901,12.7503486,122.7312101
2016,2016.0,Export,Oman,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5201.0,,21.0000287,57.0036901,39.6621648,-8.1353519
2016,2016.0,Export,Oman,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2202972.0,,21.0000287,57.0036901,25.3336984,51.2295295
2016,2016.0,Export,Oman,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3602.0,,21.0000287,57.0036901,45.9852129,24.6859225
2016,2016.0,Export,Oman,Rwanda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7947.0,,21.0000287,57.0036901,-1.9646631,30.0644358
2016,2016.0,Export,Oman,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70327382.0,,21.0000287,57.0036901,25.6242618,42.3528328
2016,2016.0,Export,Oman,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83105.0,,21.0000287,57.0036901,14.4750607,-14.4529612
2016,2016.0,Export,Oman,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59063.0,,21.0000287,57.0036901,8.6400349,-11.8400269
2016,2016.0,Export,Oman,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",579318.0,,21.0000287,57.0036901,22.3511148,78.6677428
2016,2016.0,Export,Oman,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6573409.0,,21.0000287,57.0036901,1.357107,103.8194992
2016,2016.0,Export,Oman,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",358400.0,,21.0000287,57.0036901,15.9266657,107.9650855
