yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Iraq,World,11.0,Products of the milling industry; malt; starches; inulin,9886.0,,33.0955793,44.1749775,-36.8535712,174.7456809
2011,2011.0,Export,Iraq,Canada,11.0,Products of the milling industry; malt; starches; inulin,6844.0,,33.0955793,44.1749775,61.0666922,-107.991707
2011,2011.0,Export,Iraq,USA,11.0,Products of the milling industry; malt; starches; inulin,3042.0,,33.0955793,44.1749775,39.7837304,-100.445882
