yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,Unnamed: 0_export,rtLat,rtLon,ptLat,ptLon,mid,TradeValue_import,Unnamed: 0_import
2008.0,2008.0,Export,Kuwait,World,1.0,Live animals,5885127.0,,29.2733964,47.4979476,-36.8535712,174.7456809,1.02008.0Kuwait,141579150.0,
2008.0,2008.0,Export,Kuwait,World,2.0,Meat and edible meat offal,5858368.0,,29.2733964,47.4979476,-36.8535712,174.7456809,2.02008.0Kuwait,341967878.0,
2008.0,2008.0,Export,Kuwait,World,3.0,"Fish and crustaceans, molluscs and other aquatic invertebrates",2663433.0,,29.2733964,47.4979476,-36.8535712,174.7456809,3.02008.0Kuwait,62839926.0,
2008.0,2008.0,Export,Kuwait,World,4.0,Dairy produce; birds eggs; natural honey;,29286300.0,,29.2733964,47.4979476,-36.8535712,174.7456809,4.02008.0Kuwait,527855707.0,
2008.0,2008.0,Export,Kuwait,World,5.0,"Products of animal origin, not elsewhere specified",1200682.0,,29.2733964,47.4979476,-36.8535712,174.7456809,5.02008.0Kuwait,104414.0,
2008.0,2008.0,Export,Kuwait,World,6.0,Live trees and other plants;,202883.0,,29.2733964,47.4979476,-36.8535712,174.7456809,6.02008.0Kuwait,15788134.0,
2008.0,2008.0,Export,Kuwait,World,7.0,Edible vegetables and certain roots and tubers,381806.0,,29.2733964,47.4979476,-36.8535712,174.7456809,7.02008.0Kuwait,237183614.0,
2008.0,2008.0,Export,Kuwait,World,8.0,Edible fruit and nuts; peel of citrus fruit or melons,4439201.0,,29.2733964,47.4979476,-36.8535712,174.7456809,8.02008.0Kuwait,317940921.0,
2008.0,2008.0,Export,Kuwait,World,9.0,"Coffee, tea, matΦ and spices",2018652.0,,29.2733964,47.4979476,-36.8535712,174.7456809,9.02008.0Kuwait,88540738.0,
2008.0,2008.0,Export,Kuwait,World,10.0,Cereals,12910961.0,,29.2733964,47.4979476,-36.8535712,174.7456809,10.02008.0Kuwait,662455130.0,
2008.0,2008.0,Export,Kuwait,World,12.0,Oil seeds and oleaginous fruits,243011.0,,29.2733964,47.4979476,-36.8535712,174.7456809,12.02008.0Kuwait,35693275.0,
2008.0,2008.0,Export,Kuwait,World,14.0,Vegetable plaiting materials; vegetable products nes,14856.0,,29.2733964,47.4979476,-36.8535712,174.7456809,14.02008.0Kuwait,797716.0,
2008.0,2008.0,Export,Kuwait,World,15.0,Animal or vegetable fats and oils,7358208.0,,29.2733964,47.4979476,-36.8535712,174.7456809,15.02008.0Kuwait,145309716.0,
2008.0,2008.0,Export,Kuwait,World,18.0,Cocoa and cocoa preparations,733673.0,,29.2733964,47.4979476,-36.8535712,174.7456809,18.02008.0Kuwait,90365073.0,
2008.0,2008.0,Export,Kuwait,World,21.0,Miscellaneous edible preparations,5633147.0,,29.2733964,47.4979476,-36.8535712,174.7456809,21.02008.0Kuwait,152756339.0,
2008.0,2008.0,Export,Kuwait,World,24.0,Tobacco and manufactured tobacco substitutes,801325.0,,29.2733964,47.4979476,-36.8535712,174.7456809,24.02008.0Kuwait,124300077.0,
2008.0,2008.0,Export,Kuwait,World,25.0,Salt; sulfur; earths and stone; plastering materials,2084048.0,,29.2733964,47.4979476,-36.8535712,174.7456809,25.02008.0Kuwait,400846455.0,
2008.0,2008.0,Export,Kuwait,World,26.0,"Ores, slag and ash",12451.0,,29.2733964,47.4979476,-36.8535712,174.7456809,26.02008.0Kuwait,25240082.0,
2008.0,2008.0,Export,Kuwait,World,27.0,"Mineral fuels, mineral oils and products of their distillation",82733325092.0,,29.2733964,47.4979476,-36.8535712,174.7456809,27.02008.0Kuwait,147013608.0,
2008.0,2008.0,Export,Kuwait,World,28.0,Inorganic chemicals,50655951.0,,29.2733964,47.4979476,-36.8535712,174.7456809,28.02008.0Kuwait,106904953.0,
2008.0,2008.0,Export,Kuwait,World,29.0,Organic chemicals,878158294.0,,29.2733964,47.4979476,-36.8535712,174.7456809,29.02008.0Kuwait,107273296.0,
2008.0,2008.0,Export,Kuwait,World,30.0,Pharmaceutical products,24555415.0,,29.2733964,47.4979476,-36.8535712,174.7456809,30.02008.0Kuwait,602093488.0,
2008.0,2008.0,Export,Kuwait,World,31.0,Fertilizers,479162704.0,,29.2733964,47.4979476,-36.8535712,174.7456809,31.02008.0Kuwait,13606884.0,
2008.0,2008.0,Export,Kuwait,World,32.0,Tanning or dyeing extracts,8262730.0,,29.2733964,47.4979476,-36.8535712,174.7456809,32.02008.0Kuwait,110067411.0,
2008.0,2008.0,Export,Kuwait,World,34.0,"Soap, organic surface-active agents",1596267.0,,29.2733964,47.4979476,-36.8535712,174.7456809,34.02008.0Kuwait,132687808.0,
2008.0,2008.0,Export,Kuwait,World,36.0,Explosives; pyrotechnic products; matches,35941.0,,29.2733964,47.4979476,-36.8535712,174.7456809,36.02008.0Kuwait,6198956.0,
2008.0,2008.0,Export,Kuwait,World,37.0,Photographic or cinematographic goods,727399.0,,29.2733964,47.4979476,-36.8535712,174.7456809,37.02008.0Kuwait,22804946.0,
2008.0,2008.0,Export,Kuwait,World,38.0,Miscellaneous chemical products,18923063.0,,29.2733964,47.4979476,-36.8535712,174.7456809,38.02008.0Kuwait,295062457.0,
2008.0,2008.0,Export,Kuwait,World,39.0,Plastics and articles thereof,713543887.0,,29.2733964,47.4979476,-36.8535712,174.7456809,39.02008.0Kuwait,558675599.0,
2008.0,2008.0,Export,Kuwait,World,40.0,Rubber and articles thereof,20294963.0,,29.2733964,47.4979476,-36.8535712,174.7456809,40.02008.0Kuwait,246481009.0,
2008.0,2008.0,Export,Kuwait,World,41.0,Raw hides and skins (other than fur skins) and leather,2886529.0,,29.2733964,47.4979476,-36.8535712,174.7456809,41.02008.0Kuwait,682315.0,
2008.0,2008.0,Export,Kuwait,World,42.0,Articles of leather; saddlery and harness,2545502.0,,29.2733964,47.4979476,-36.8535712,174.7456809,42.02008.0Kuwait,109358972.0,
2008.0,2008.0,Export,Kuwait,World,43.0,Fur skins and artificial fur; manufactures thereof,2673.0,,29.2733964,47.4979476,-36.8535712,174.7456809,43.02008.0Kuwait,1585471.0,
2008.0,2008.0,Export,Kuwait,World,44.0,Wood and articles of wood; wood charcoal,2850330.0,,29.2733964,47.4979476,-36.8535712,174.7456809,44.02008.0Kuwait,235577743.0,
2008.0,2008.0,Export,Kuwait,World,47.0,Pulp of wood or of other fibrous cellulose material,7312514.0,,29.2733964,47.4979476,-36.8535712,174.7456809,47.02008.0Kuwait,15122991.0,
2008.0,2008.0,Export,Kuwait,World,49.0,"Printed books, newspapers, pictures and other products of the printing indu ...",3128391.0,,29.2733964,47.4979476,-36.8535712,174.7456809,49.02008.0Kuwait,74558232.0,
2008.0,2008.0,Export,Kuwait,World,50.0,Silk,245531.0,,29.2733964,47.4979476,-36.8535712,174.7456809,50.02008.0Kuwait,2216914.0,
2008.0,2008.0,Export,Kuwait,World,51.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",351938.0,,29.2733964,47.4979476,-36.8535712,174.7456809,51.02008.0Kuwait,9947122.0,
2008.0,2008.0,Export,Kuwait,World,52.0,Cotton,174621.0,,29.2733964,47.4979476,-36.8535712,174.7456809,52.02008.0Kuwait,16579981.0,
2008.0,2008.0,Export,Kuwait,World,53.0,Other vegetable textile fibers; paper yarn and woven fabric of paper yarn,3158.0,,29.2733964,47.4979476,-36.8535712,174.7456809,53.02008.0Kuwait,1946346.0,
2008.0,2008.0,Export,Kuwait,World,54.0,Man-made filaments,70414.0,,29.2733964,47.4979476,-36.8535712,174.7456809,54.02008.0Kuwait,31263825.0,
2008.0,2008.0,Export,Kuwait,World,55.0,Man-made staple fibers,1728781.0,,29.2733964,47.4979476,-36.8535712,174.7456809,55.02008.0Kuwait,93385821.0,
2008.0,2008.0,Export,Kuwait,World,57.0,Carpets and other textile floor coverings,6342413.0,,29.2733964,47.4979476,-36.8535712,174.7456809,57.02008.0Kuwait,56179180.0,
2008.0,2008.0,Export,Kuwait,World,60.0,Knitted or crocheted fabrics,109416.0,,29.2733964,47.4979476,-36.8535712,174.7456809,60.02008.0Kuwait,8917478.0,
