yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2006,2006.0,Export,Saudi Arabia,World,81.0,Other base metals; cermets; articles thereof,2249936.0,,25.6242618,42.3528328,-36.8535712,174.7456809
2006,2006.0,Export,Saudi Arabia,Bahrain,81.0,Other base metals; cermets; articles thereof,161282.0,,25.6242618,42.3528328,26.1551249,50.5344606
2006,2006.0,Export,Saudi Arabia,New Zealand,81.0,Other base metals; cermets; articles thereof,132176.0,,25.6242618,42.3528328,-41.5000831,172.8344077
2006,2006.0,Export,Saudi Arabia,India,81.0,Other base metals; cermets; articles thereof,1709481.0,,25.6242618,42.3528328,22.3511148,78.6677428
2006,2006.0,Export,Saudi Arabia,Somalia,81.0,Other base metals; cermets; articles thereof,130574.0,,25.6242618,42.3528328,8.3676771,49.083416
2006,2006.0,Export,Saudi Arabia,Egypt,81.0,Other base metals; cermets; articles thereof,74232.0,,25.6242618,42.3528328,26.2540493,29.2675469
2006,2006.0,Export,Saudi Arabia,United Kingdom,81.0,Other base metals; cermets; articles thereof,42190.0,,25.6242618,42.3528328,54.7023545,-3.2765753
