yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Export,Pakistan,World,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,18497066.0,,30.3308401,71.247499,-36.8535712,174.7456809
2014,2014.0,Export,Pakistan,Afghanistan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5190347.0,,30.3308401,71.247499,33.7680065,66.2385139
2014,2014.0,Export,Pakistan,Algeria,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,56378.0,,30.3308401,71.247499,28.0000272,2.9999825
2014,2014.0,Export,Pakistan,Angola,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5353.0,,30.3308401,71.247499,-11.8775768,17.5691241
2014,2014.0,Export,Pakistan,Azerbaijan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,240681.0,,30.3308401,71.247499,40.3936294,47.7872508
2014,2014.0,Export,Pakistan,Armenia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,116068.0,,30.3308401,71.247499,40.7696272,44.6736646
2014,2014.0,Export,Pakistan,Bulgaria,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63891.0,,30.3308401,71.247499,42.6073975,25.4856617
2014,2014.0,Export,Pakistan,Chile,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,23730.0,,30.3308401,71.247499,-31.7613365,-71.3187697
2014,2014.0,Export,Pakistan,Dem. Rep. of the Congo,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,975654.0,,30.3308401,71.247499,,
2014,2014.0,Export,Pakistan,Benin,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,20733.0,,30.3308401,71.247499,9.5293472,2.2584408
2014,2014.0,Export,Pakistan,Eritrea,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,75062.0,,30.3308401,71.247499,15.9500319,37.9999668
2014,2014.0,Export,Pakistan,Djibouti,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,812998.0,,30.3308401,71.247499,11.8145966,42.8453061
2014,2014.0,Export,Pakistan,Georgia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,194341.0,,30.3308401,71.247499,32.3293809,-83.1137366
2014,2014.0,Export,Pakistan,Gambia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,25510.0,,30.3308401,71.247499,13.470062,-15.4900464
2014,2014.0,Export,Pakistan,Ghana,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,67718.0,,30.3308401,71.247499,8.0300284,-1.0800271
2014,2014.0,Export,Pakistan,Greece,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,222977.0,,30.3308401,71.247499,38.9953683,21.9877132
2014,2014.0,Export,Pakistan,Honduras,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,28279.0,,30.3308401,71.247499,15.2572432,-86.0755145
2014,2014.0,Export,Pakistan,Iraq,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,234642.0,,30.3308401,71.247499,33.0955793,44.1749775
2014,2014.0,Export,Pakistan,Kazakhstan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,28593.0,,30.3308401,71.247499,48.1012954,66.7780818
2014,2014.0,Export,Pakistan,Jordan,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,367168.0,,30.3308401,71.247499,31.1667049,36.941628
2014,2014.0,Export,Pakistan,Kenya,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,93540.0,,30.3308401,71.247499,1.4419683,38.4313975
2014,2014.0,Export,Pakistan,Malaysia,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,22843.0,,30.3308401,71.247499,4.5693754,102.2656823
2014,2014.0,Export,Pakistan,Mauritius,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,10570.0,,30.3308401,71.247499,-20.2759451,57.5703566
2014,2014.0,Export,Pakistan,Mexico,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,84392.0,,30.3308401,71.247499,23.6585116,-102.0077097
2014,2014.0,Export,Pakistan,Rep. of Moldova,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,179709.0,,30.3308401,71.247499,,
2014,2014.0,Export,Pakistan,Mozambique,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,17648.0,,30.3308401,71.247499,-19.302233,34.9144977
2014,2014.0,Export,Pakistan,Oman,36.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,44646.0,,30.3308401,71.247499,21.0000287,57.0036901
