yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2005,2005.0,Re-Export,Bahrain,World,25.0,Salt; sulfur; earths and stone; plastering materials,64394.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2005,2005.0,Re-Export,Bahrain,Jordan,25.0,Salt; sulfur; earths and stone; plastering materials,11702.0,,26.1551249,50.5344606,31.1667049,36.941628
2005,2005.0,Re-Export,Bahrain,Saudi Arabia,25.0,Salt; sulfur; earths and stone; plastering materials,40253.0,,26.1551249,50.5344606,25.6242618,42.3528328
2005,2005.0,Re-Export,Bahrain,United Arab Emirates,25.0,Salt; sulfur; earths and stone; plastering materials,10090.0,,26.1551249,50.5344606,24.0002488,53.9994829
2005,2005.0,Re-Export,Bahrain,Bunkers,25.0,Salt; sulfur; earths and stone; plastering materials,2348.0,,26.1551249,50.5344606,42.18544695,-71.13717580263157
