yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Azerbaijan,World,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",78679.0,,40.3936294,47.7872508,-36.8535712,174.7456809
2015,2015.0,Export,Azerbaijan,Georgia,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",47041.0,,40.3936294,47.7872508,32.3293809,-83.1137366
2015,2015.0,Export,Azerbaijan,Italy,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",341.0,,40.3936294,47.7872508,42.6384261,12.674297
2015,2015.0,Export,Azerbaijan,Kazakhstan,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",14.0,,40.3936294,47.7872508,48.1012954,66.7780818
2015,2015.0,Export,Azerbaijan,Russian Federation,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",29093.0,,40.3936294,47.7872508,64.6863136,97.7453061
2015,2015.0,Export,Azerbaijan,United Arab Emirates,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1021.0,,40.3936294,47.7872508,24.0002488,53.9994829
2015,2015.0,Export,Azerbaijan,Turkey,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1069.0,,40.3936294,47.7872508,38.9597594,34.9249653
2015,2015.0,Export,Azerbaijan,United Kingdom,68.0,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",97.0,,40.3936294,47.7872508,54.7023545,-3.2765753
