yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Georgia,World,11.0,Products of the milling industry; malt; starches; inulin,2846502.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2007,2007.0,Export,Georgia,Armenia,11.0,Products of the milling industry; malt; starches; inulin,888474.0,,32.3293809,-83.1137366,40.7696272,44.6736646
2007,2007.0,Export,Georgia,Czechia,11.0,Products of the milling industry; malt; starches; inulin,21660.0,,32.3293809,-83.1137366,49.7439047,15.3381061
2007,2007.0,Export,Georgia,France,11.0,Products of the milling industry; malt; starches; inulin,449350.0,,32.3293809,-83.1137366,46.603354,1.8883335
2007,2007.0,Export,Georgia,Germany,11.0,Products of the milling industry; malt; starches; inulin,1485300.0,,32.3293809,-83.1137366,51.1638175,10.4478313
2007,2007.0,Export,Georgia,Netherlands,11.0,Products of the milling industry; malt; starches; inulin,2.0,,32.3293809,-83.1137366,52.2434979,5.6343227
2007,2007.0,Export,Georgia,Ukraine,11.0,Products of the milling industry; malt; starches; inulin,1716.0,,32.3293809,-83.1137366,49.4871968,31.2718321
