yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2009,2009.0,Export,Bahrain,World,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,84997.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2009,2009.0,Export,Bahrain,Djibouti,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,2383.0,,26.1551249,50.5344606,11.8145966,42.8453061
2009,2009.0,Export,Bahrain,Iran,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,17793.0,,26.1551249,50.5344606,32.6475314,54.5643516
2009,2009.0,Export,Bahrain,Kuwait,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,12888.0,,26.1551249,50.5344606,29.2733964,47.4979476
2009,2009.0,Export,Bahrain,Qatar,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,13348.0,,26.1551249,50.5344606,25.3336984,51.2295295
2009,2009.0,Export,Bahrain,Saudi Arabia,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,16085.0,,26.1551249,50.5344606,25.6242618,42.3528328
2009,2009.0,Export,Bahrain,United Arab Emirates,11.0,Products of the milling industry; malt; starches; inulin; wheat gluten,22500.0,,26.1551249,50.5344606,24.0002488,53.9994829
