yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2012,2012.0,Export,Comoros,World,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,1721.0,,-12.2045176,44.2832964,-36.8535712,174.7456809
2012,2012.0,Export,Comoros,France,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,1284.0,,-12.2045176,44.2832964,46.603354,1.8883335
2012,2012.0,Export,Comoros,Madagascar,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,52.0,,-12.2045176,44.2832964,-18.9249604,46.4416422
2012,2012.0,Export,Comoros,Rwanda,63.0,Other made up textile articles; sets; worn clothing and worn textile articl ...,385.0,,-12.2045176,44.2832964,-1.9646631,30.0644358
